"var","categoria","Si","No","No sabe"
"P04","Gran excedente habitual",0.192,0.169,0.177
"P04","Gran excedente excepcional",0.164,0.19,0.174
"P04","Pequeño excedente habitual",0.143,0.116,0.143
"P04","Pequeño excedente excepcional",0.187,0.169,0.161
"P04","Alcanza gastos familia",0.082,0.112,0.105
"P04","No alcanza gastos familia",0.087,0.092,0.102
"P04","Solo NBFamiliares",0.062,0.043,0.031
"P04","No alcanza NBFamiliares",0.046,0.054,0.06
"P04","No sabe",0.037,0.055,0.047
"P06","Menos de 5 años ",0.25,0.2,0.21
"P06","Entre 6 y 10 años",0.25,0.187,0.192
"P06","Entre 11 y 20 años",0.225,0.251,0.205
"P06","Mas de 20 años",0.275,0.362,0.393
"P07","Medico clínico",0.479,0.472,0.459
"P07","Pediatra",0.193,0.145,0.172
"P07","Cardiólogo",0.14,0.175,0.177
"P07","Neumólogos",0.154,0.152,0.154
"P07","Otra especialidad",0.034,0.056,0.038
"P08","En una institución pública",0.401,0.393,0.312
"P08","En una institución privada",0.273,0.238,0.288
"P08","Ambas",0.186,0.241,0.234
"P08","Solo consultorio",0.088,0.069,0.129
"P08","Institución publica o privada y consultorio",0.052,0.059,0.037
"P09","Si",0.865,0.796,0.614
"P09","No",0.135,0.204,0.386
"P10","1 dosis",0.138,0.12,0.118
"P10","2 dosis.",0.1,0.072,0.165
"P10","3 dosis o más",0.762,0.808,0.717
"P11","Si",0.562,0.511,0.374
"P11","No",0.438,0.489,0.626
"P12","Para protegerse de la enfermedad",0.521,0.514,0.373
"P12","Porque soy personal de riesgo",0.352,0.415,0.449
"P12","Porque colegas se vacunaron",0.03,0.018,0.021
"P12","Me lo recomendó la institución donde trabajo",0.06,0.042,0.125
"P12","No sabe",0.037,0.011,0.032
"P13","Si",0.426,0.311,0.389
"P13","No",0.574,0.689,0.611
"P14","Si",0.632,0.622,0.614
"P14","No",0.368,0.378,0.386
"P15","Si, a todos sus pacientes",0.521,0.513,0.258
"P15","Depende el caso del paciente",0.361,0.382,0.469
"P15","No la recomiendo",0.118,0.105,0.273
"P16","Dos dosis",0.247,0.112,0.031
"P16","Tres dosis",0.207,0.065,0.068
"P16","Cuatros o mas dosis",0.546,0.823,0.901
"P17","Porque ya no hay casos de COVID",0.13,0.058,0.01
"P17","Porque ha disminuido de forma significativa el contagio",0.285,0.31,0.204
"P17","Por los efectos secundarios",0.364,0.343,0.634
"P17","No sabe",0.221,0.289,0.152
"P19","Si",0.511,0.523,0.274
"P19","No",0.454,0.431,0.485
"P19","No sabe",0.035,0.046,0.241
"P20","Si",0.697,0.632,0.472
"P20","No",0.245,0.332,0.379
"P20","No sabe",0.058,0.036,0.149
"P21","Si",0.514,0.516,0.297
"P21","No",0.4,0.403,0.501
"P21","No sabe",0.086,0.081,0.202
"P22","Sinopharm",0.179,0.087,0.037
"P22","Sputnik",0.318,0.368,0.33
"P22","Aztra-Zeneca",0.098,0.086,0.104
"P22","Moderna",0.095,0.089,0.071
"P22","Pfizer",0.218,0.214,0.157
"P22","No sabe",0.092,0.156,0.301
"P23","Si",0.67,0.68,0.356
"P23","No",0.248,0.271,0.495
"P23","A veces",0.082,0.049,0.149
"P24","Si",0.609,0.716,0.41
"P24","No",0.329,0.25,0.435
"P24","No sabe",0.062,0.034,0.155
"P25","Si",0.626,0.686,0.457
"P25","No",0.303,0.251,0.414
"P25","No sabe",0.071,0.063,0.129
"P26","Si",0.52,0.569,0.321
"P26","No",0.45,0.396,0.595
"P26","No sabe",0.03,0.035,0.084
"P27","Si",0.585,0.589,0.386
"P27","No",0.378,0.368,0.542
"P27","No sabe",0.037,0.043,0.072
"P28","Si",0.594,0.357,0.278
"P28","No",0.288,0.572,0.333
"P28","No sabe",0.118,0.071,0.389
"P29","Si",0.697,0.764,0.525
"P29","No",0.256,0.205,0.404
"P29","No sabe",0.047,0.031,0.071
"P30","No tengo información suficiente",0.288,0.33,0.269
"P30","No tengo tiempo en la consulta",0.279,0.309,0.236
"P30","No es un tema importante en la consulta médica",0.238,0.177,0.196
"P30","El COVID no es una enfermedad prevalente o importante actualmente en Argentina",0.09,0.036,0.085
"P30","No sabe",0.105,0.148,0.214
"P31","Nunca",0.278,0.208,0.205
"P31","Pocas veces",0.489,0.45,0.487
"P31","Muchas veces",0.198,0.278,0.235
"P31","Siempre",0.018,0.039,0.055
"P31","No sabe",0.017,0.025,0.018
"P32","adultos mayores sanos",0.534,0.433,0.358
"P32","Adultos jóvenes sanos",0.221,0.257,0.22
"P32","Madres de niños pequeños",0.153,0.179,0.178
"P32","No sabe",0.092,0.131,0.244
