"var","categoria","Si","No","No sabe"
"P04","Gran excedente habitual",0.147,0.229,0.169
"P04","Gran excedente excepcional",0.16,0.178,0.188
"P04","Pequeño excedente habitual",0.121,0.143,0.105
"P04","Pequeño excedente excepcional",0.201,0.14,0.188
"P04","Alcanza gastos familia",0.113,0.074,0.14
"P04","No alcanza gastos familia",0.1,0.077,0.124
"P04","Solo NBFamiliares",0.059,0.045,0.01
"P04","No alcanza NBFamiliares",0.054,0.066,0.016
"P04","No sabe",0.045,0.048,0.06
"P06","Menos de 5 años ",0.223,0.222,0.176
"P06","Entre 6 y 10 años",0.173,0.239,0.211
"P06","Entre 11 y 20 años",0.231,0.268,0.163
"P06","Mas de 20 años",0.373,0.271,0.45
"P07","Medico clínico",0.494,0.401,0.396
"P07","Pediatra",0.148,0.187,0.204
"P07","Cardiólogo",0.164,0.192,0.187
"P07","Neumólogos",0.159,0.168,0.177
"P07","Otra especialidad",0.035,0.052,0.036
"P08","En una institución pública",0.386,0.406,0.276
"P08","En una institución privada",0.243,0.264,0.286
"P08","Ambas",0.236,0.185,0.26
"P08","Solo consultorio",0.094,0.083,0.071
"P08","Institución publica o privada y consultorio",0.041,0.062,0.107
"P09","Si",0.903,0.604,0.919
"P09","No",0.097,0.396,0.081
"P10","1 dosis",0.132,0.13,0.123
"P10","2 dosis.",0.048,0.17,0.046
"P10","3 dosis o más",0.82,0.7,0.831
"P11","Si",0.6,0.35,0.592
"P11","No",0.4,0.65,0.408
"P12","Para protegerse de la enfermedad",0.548,0.373,0.41
"P12","Porque soy personal de riesgo",0.384,0.422,0.51
"P12","Porque colegas se vacunaron",0.015,0.055,0.006
"P12","Me lo recomendó la institución donde trabajo",0.035,0.1,0.074
"P12","No sabe",0.018,0.05,0
"P13","Si",0.33,0.398,0.257
"P13","No",0.67,0.602,0.743
"P14","Si",0.545,0.708,0.765
"P14","No",0.455,0.292,0.235
"P15","Si, a todos sus pacientes",0.602,0.283,0.388
"P15","Depende el caso del paciente",0.367,0.409,0.541
"P15","No la recomiendo",0.031,0.308,0.071
"P16","Dos dosis",0.153,0.196,0.2
"P16","Tres dosis",0.099,0.201,0.043
"P16","Cuatros o mas dosis",0.748,0.603,0.757
"P17","Porque ya no hay casos de COVID",0.093,0.068,0.021
"P17","Porque ha disminuido de forma significativa el contagio",0.357,0.2,0.301
"P17","Por los efectos secundarios",0.224,0.597,0.345
"P17","No sabe",0.326,0.135,0.333
"P18","Si",0.378,0.396,0.36
"P18","No",0.526,0.416,0.412
"P18","No sabe",0.096,0.188,0.228
"P19","Si",0.604,0.288,0.421
"P19","No",0.343,0.648,0.442
"P19","No sabe",0.053,0.064,0.137
"P20","Si",0.749,0.439,0.62
"P20","No",0.218,0.474,0.237
"P20","No sabe",0.033,0.087,0.143
"P21","Si",0.624,0.244,0.378
"P21","No",0.283,0.699,0.34
"P21","No sabe",0.093,0.057,0.282
"P22","Sinopharm",0.121,0.108,0.06
"P22","Sputnik",0.341,0.349,0.348
"P22","Aztra-Zeneca",0.101,0.082,0.085
"P22","Moderna",0.092,0.06,0.117
"P22","Pfizer",0.251,0.134,0.21
"P22","No sabe",0.094,0.267,0.18
"P23","Si",0.785,0.308,0.613
"P23","No",0.15,0.616,0.236
"P23","A veces",0.065,0.076,0.151
"P24","Si",0.828,0.237,0.62
"P24","No",0.125,0.714,0.152
"P24","No sabe",0.047,0.049,0.228
"P26","Si",0.616,0.327,0.43
"P26","No",0.355,0.654,0.357
"P26","No sabe",0.029,0.019,0.213
"P27","Si",0.615,0.47,0.434
"P27","No",0.34,0.515,0.403
"P27","No sabe",0.045,0.015,0.163
"P28","Si",0.496,0.336,0.319
"P28","No",0.418,0.501,0.278
"P28","No sabe",0.086,0.163,0.403
"P29","Si",0.782,0.536,0.736
"P29","No",0.179,0.432,0.151
"P29","No sabe",0.039,0.032,0.113
"P30","No tengo información suficiente",0.354,0.261,0.204
"P30","No tengo tiempo en la consulta",0.207,0.35,0.296
"P30","No es un tema importante en la consulta médica",0.16,0.236,0.277
"P30","El COVID no es una enfermedad prevalente o importante actualmente en Argentina",0.018,0.104,0.152
"P30","No sabe",0.261,0.049,0.071
"P31","Nunca",0.2,0.331,0.136
"P31","Pocas veces",0.485,0.422,0.528
"P31","Muchas veces",0.261,0.186,0.31
"P31","Siempre",0.025,0.059,0
"P31","No sabe",0.029,0.002,0.026
"P32","adultos mayores sanos",0.488,0.417,0.395
"P32","Adultos jóvenes sanos",0.233,0.254,0.232
"P32","Madres de niños pequeños",0.18,0.129,0.242
"P32","No sabe",0.099,0.2,0.131
