"var","categoria","Si","No","No sabe"
"P04","Gran excedente habitual",0.169,0.186,0.129
"P04","Gran excedente excepcional",0.173,0.185,0.16
"P04","Pequeño excedente habitual",0.13,0.134,0.107
"P04","Pequeño excedente excepcional",0.194,0.171,0.109
"P04","Alcanza gastos familia",0.087,0.098,0.19
"P04","No alcanza gastos familia",0.089,0.096,0.107
"P04","Solo NBFamiliares",0.059,0.033,0.066
"P04","No alcanza NBFamiliares",0.045,0.059,0.077
"P04","No sabe",0.054,0.038,0.055
"P06","Menos de 5 años ",0.214,0.233,0.15
"P06","Entre 6 y 10 años",0.201,0.211,0.236
"P06","Entre 11 y 20 años",0.237,0.238,0.235
"P06","Mas de 20 años",0.348,0.318,0.379
"P07","Medico clínico",0.489,0.454,0.444
"P07","Pediatra",0.162,0.17,0.16
"P07","Cardiólogo",0.151,0.175,0.203
"P07","Neumólogos",0.158,0.157,0.133
"P07","Otra especialidad",0.04,0.044,0.06
"P08","En una institución pública",0.423,0.364,0.294
"P08","En una institución privada",0.233,0.293,0.164
"P08","Ambas",0.215,0.203,0.322
"P08","Solo consultorio",0.081,0.085,0.11
"P08","Institución publica o privada y consultorio",0.048,0.055,0.11
"P09","Si",0.908,0.7,0.795
"P09","No",0.092,0.3,0.205
"P10","1 dosis",0.104,0.16,0.134
"P10","2 dosis.",0.056,0.142,0.109
"P10","3 dosis o más",0.84,0.698,0.757
"P11","Si",0.645,0.389,0.456
"P11","No",0.355,0.611,0.544
"P12","Para protegerse de la enfermedad",0.569,0.42,0.394
"P12","Porque soy personal de riesgo",0.38,0.411,0.414
"P12","Porque colegas se vacunaron",0.019,0.026,0.028
"P12","Me lo recomendó la institución donde trabajo",0.027,0.091,0.125
"P12","No sabe",0.005,0.052,0.039
"P13","Si",0.335,0.4,0.319
"P13","No",0.665,0.6,0.681
"P14","Si",0.638,0.6,0.615
"P14","No",0.362,0.4,0.385
"P15","Si, a todos sus pacientes",0.685,0.276,0.353
"P15","Depende el caso del paciente",0.288,0.474,0.57
"P15","No la recomiendo",0.027,0.25,0.077
"P16","Dos dosis",0.139,0.224,0.171
"P16","Tres dosis",0.091,0.2,0.173
"P16","Cuatros o mas dosis",0.77,0.576,0.656
"P17","Porque ya no hay casos de COVID",0.072,0.083,0.044
"P17","Porque ha disminuido de forma significativa el contagio",0.335,0.249,0.331
"P17","Por los efectos secundarios",0.239,0.503,0.235
"P17","No sabe",0.354,0.165,0.39
"P18","Si",0.43,0.414,0.208
"P18","No",0.492,0.438,0.308
"P18","No sabe",0.078,0.148,0.484
"P20","Si",0.758,0.518,0.556
"P20","No",0.22,0.414,0.15
"P20","No sabe",0.022,0.068,0.294
"P21","Si",0.654,0.317,0.391
"P21","No",0.267,0.601,0.247
"P21","No sabe",0.079,0.082,0.362
"P22","Sinopharm",0.14,0.1,0.051
"P22","Sputnik",0.358,0.339,0.258
"P22","Aztra-Zeneca",0.112,0.076,0.063
"P22","Moderna",0.097,0.077,0.116
"P22","Pfizer",0.215,0.198,0.228
"P22","No sabe",0.078,0.21,0.284
"P23","Si",0.804,0.448,0.601
"P23","No",0.131,0.476,0.263
"P23","A veces",0.065,0.076,0.136
"P24","Si",0.798,0.465,0.554
"P24","No",0.143,0.488,0.285
"P24","No sabe",0.059,0.047,0.161
"P25","Si",0.768,0.493,0.536
"P25","No",0.169,0.432,0.3
"P25","No sabe",0.063,0.075,0.164
"P26","Si",0.625,0.433,0.253
"P26","No",0.339,0.527,0.676
"P26","No sabe",0.036,0.04,0.071
"P27","Si",0.645,0.479,0.45
"P27","No",0.312,0.481,0.459
"P27","No sabe",0.043,0.04,0.091
"P28","Si",0.473,0.414,0.304
"P28","No",0.433,0.443,0.342
"P28","No sabe",0.094,0.143,0.354
"P29","Si",0.815,0.596,0.61
"P29","No",0.152,0.364,0.248
"P29","No sabe",0.033,0.04,0.142
"P30","No tengo información suficiente",0.315,0.285,0.394
"P30","No tengo tiempo en la consulta",0.275,0.294,0.205
"P30","No es un tema importante en la consulta médica",0.209,0.197,0.229
"P30","El COVID no es una enfermedad prevalente o importante actualmente en Argentina",0.016,0.095,0.018
"P30","No sabe",0.185,0.129,0.154
"P31","Nunca",0.197,0.278,0.202
"P31","Pocas veces",0.47,0.446,0.628
"P31","Muchas veces",0.287,0.206,0.152
"P31","Siempre",0.028,0.042,0.018
"P31","No sabe",0.018,0.028,0
"P32","adultos mayores sanos",0.527,0.4,0.372
"P32","Adultos jóvenes sanos",0.259,0.214,0.253
"P32","Madres de niños pequeños",0.134,0.211,0.152
"P32","No sabe",0.08,0.175,0.223
