"var","categoria","Si","No"
"P04","Gran excedente habitual",0.157,0.263
"P04","Gran excedente excepcional",0.179,0.168
"P04","Pequeño excedente habitual",0.126,0.123
"P04","Pequeño excedente excepcional",0.182,0.12
"P04","Alcanza gastos familia",0.103,0.07
"P04","No alcanza gastos familia",0.108,0.087
"P04","Solo NBFamiliares",0.047,0.052
"P04","No alcanza NBFamiliares",0.049,0.069
"P04","No sabe",0.049,0.048
"P06","Menos de 5 años ",0.218,0.255
"P06","Entre 6 y 10 años",0.229,0.28
"P06","Entre 11 y 20 años",0.238,0.246
"P06","Mas de 20 años",0.315,0.219
"P07","Medico clínico",0.476,0.403
"P07","Pediatra",0.172,0.175
"P07","Cardiólogo",0.165,0.153
"P07","Neumólogos",0.151,0.19
"P07","Otra especialidad",0.036,0.079
"P08","En una institución pública",0.404,0.267
"P08","En una institución privada",0.239,0.409
"P08","Ambas",0.221,0.213
"P08","Solo consultorio",0.086,0.069
"P08","Institución publica o privada y consultorio",0.05,0.042
"P15","Si, a todos sus pacientes",0.523,0.227
"P15","Depende el caso del paciente",0.401,0.424
"P15","No la recomiendo",0.076,0.349
"P16","Dos dosis",0.154,0.29
"P16","Tres dosis",0.116,0.261
"P16","Cuatros o mas dosis",0.73,0.449
"P17","Porque ya no hay casos de COVID",0.08,0.071
"P17","Porque ha disminuido de forma significativa el contagio",0.315,0.181
"P17","Por los efectos secundarios",0.343,0.559
"P17","No sabe",0.262,0.189
"P18","Si",0.436,0.269
"P18","No",0.458,0.467
"P18","No sabe",0.106,0.264
"P19","Si",0.545,0.231
"P19","No",0.388,0.697
"P19","No sabe",0.067,0.072
"P20","Si",0.689,0.408
"P20","No",0.256,0.509
"P20","No sabe",0.055,0.083
"P21","Si",0.528,0.301
"P21","No",0.362,0.645
"P21","No sabe",0.11,0.054
"P22","Sinopharm",0.107,0.158
"P22","Sputnik",0.356,0.29
"P22","Aztra-Zeneca",0.098,0.07
"P22","Moderna",0.092,0.078
"P22","Pfizer",0.237,0.083
"P22","No sabe",0.11,0.321
"P23","Si",0.708,0.312
"P23","No",0.221,0.6
"P23","A veces",0.071,0.088
"P24","Si",0.705,0.334
"P24","No",0.23,0.628
"P24","No sabe",0.065,0.038
"P25","Si",0.7,0.334
"P25","No",0.216,0.633
"P25","No sabe",0.084,0.033
"P26","Si",0.547,0.38
"P26","No",0.415,0.571
"P26","No sabe",0.038,0.049
"P27","Si",0.584,0.449
"P27","No",0.372,0.504
"P27","No sabe",0.044,0.047
"P28","Si",0.459,0.334
"P28","No",0.422,0.478
"P28","No sabe",0.119,0.188
"P29","Si",0.764,0.449
"P29","No",0.195,0.504
"P29","No sabe",0.041,0.047
"P30","No tengo información suficiente",0.301,0.302
"P30","No tengo tiempo en la consulta",0.268,0.307
"P30","No es un tema importante en la consulta médica",0.215,0.181
"P30","El COVID no es una enfermedad prevalente o importante actualmente en Argentina",0.044,0.105
"P30","No sabe",0.172,0.105
"P31","Nunca",0.209,0.344
"P31","Pocas veces",0.487,0.392
"P31","Muchas veces",0.258,0.171
"P31","Siempre",0.024,0.076
"P31","No sabe",0.022,0.017
"P32","adultos mayores sanos",0.492,0.323
"P32","Adultos jóvenes sanos",0.233,0.264
"P32","Madres de niños pequeños",0.166,0.186
"P32","No sabe",0.109,0.227
