"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P07","Al candidato del Frente de Todos",0.213,0.544,0.152,0.647
"P07","Al candidato de Juntos por el Cambio",0.699,0.142,0.291,0
"P07","Al candidato de los liberales - libertarios",0.078,0.175,0.339,0
"P07","Al candidato de la Izquierda",0,0,0.011,0.141
"P07","A otro candidato",0,0.013,0.067,0.052
"P07","No sabe",0.01,0.126,0.14,0.16
"P08","A Julio Zamora por el Frente de Todos",0.573,0.576,0.066,0.484
"P08","A Malena Galmarini por el Frente de Todos",0,0.067,0.097,0.279
"P08","A Segundo Cernadas por Cambiemos",0.296,0.166,0.192,0.011
"P08","A Nicolás Massot por Cambiemos",0.043,0.053,0.171,0
"P08","Al candidato de los liberales libertarios",0.078,0.098,0.421,0
"P08","A Paula Akerfeld por el Frente de Izquierda",0,0,0.014,0.175
"P08","No sabe",0.01,0.04,0.039,0.051
"P10","A Julio Zamora por el Frente de Todos",0.249,0.374,0.092,0.521
"P10","A Segundo Cernadas por Cambiemos",0.339,0.237,0.296,0.093
"P10","Al candidato de los liberales libertarios",0.088,0.3,0.348,0.101
"P10","A Paula Akerfeld por el Frente de Izquierda",0,0,0.003,0.217
"P10","No sabe",0.324,0.089,0.261,0.068
"P12","A Malena Galmarini por el Frente de Todos",0.079,0.525,0.17,0.389
"P12","A Segundo Cernadas por Cambiemos",0.385,0.241,0.314,0.174
"P12","Al candidato de los liberales libertarios",0.212,0.139,0.354,0.061
"P12","A Paula Akerfeld por el Frente de Izquierda",0,0,0.007,0.24
"P12","No sabe",0.324,0.095,0.155,0.136
"P14","Muy buena",0,0.22,0.011,0.081
"P14","Buena",0.079,0.078,0.095,0.291
"P14","Ni buena ni mala",0,0.116,0.214,0.339
"P14","Mala",0.186,0.204,0.203,0.076
"P14","Muy mala",0.357,0.111,0.424,0.213
"P14","No sabe",0.378,0.271,0.053,0
"P15","Muy buena",0.134,0.202,0.116,0.39
"P15","Buena",0.114,0.405,0.095,0.267
"P15","Ni buena ni mala",0.4,0.143,0.232,0.166
"P15","Mala",0.164,0.117,0.22,0.117
"P15","Muy mala",0.177,0.044,0.335,0.06
"P15","No sabe",0.011,0.089,0.002,0
"P16","Muy buena",0.364,0.081,0.141,0.064
"P16","Buena",0.01,0.153,0.104,0.126
"P16","Ni buena ni mala",0.078,0.039,0.408,0.178
"P16","Mala",0,0.227,0.201,0.3
"P16","Muy mala",0.134,0.097,0.093,0.149
"P16","No sabe",0.414,0.403,0.053,0.183
"P17","Muy buena",0,0.094,0.076,0
"P17","Buena",0,0.194,0,0.038
"P17","Ni buena ni mala",0,0.254,0.216,0.329
"P17","Mala",0.148,0.014,0.194,0.108
"P17","Muy mala",0.167,0.068,0.073,0.143
"P17","No sabe",0.685,0.376,0.441,0.382
"P18","Muy buena",0.334,0.022,0.086,0
"P18","Buena",0.373,0.067,0.14,0.009
