"var","categoria","Agua corriente y cloacas","Energía eléctrica","Red de gas natural","Recolección de residuos","Ninguno"
"P06","Muy buena",0.118,0.083,0.117,0.063,0.192
"P06","Buena",0.138,0.137,0.051,0.143,0.154
"P06","Ni buena ni mala",0.209,0.237,0.197,0.314,0.217
"P06","Mala",0.179,0.193,0.336,0.193,0.152
"P06","Muy mala",0.335,0.323,0.249,0.27,0.259
"P06","No sabe",0.021,0.027,0.05,0.017,0.026
"P07","Muy buena",0.142,0.099,0.056,0.042,0.089
"P07","Buena",0.131,0.079,0.169,0.099,0.049
"P07","Ni buena ni mala",0.356,0.283,0.424,0.391,0.444
"P07","Mala",0.111,0.088,0.088,0.2,0.081
"P07","Muy mala",0.133,0.252,0.093,0.164,0.185
"P07","No sabe",0.127,0.199,0.17,0.104,0.152
"P08","Muy buena",0.094,0.084,0.069,0.03,0.111
"P08","Buena",0.135,0.145,0.08,0.105,0.132
"P08","Ni buena ni mala",0.252,0.263,0.318,0.365,0.306
"P08","Mala",0.159,0.143,0.206,0.212,0.138
"P08","Muy mala",0.309,0.243,0.262,0.214,0.214
"P08","No sabe",0.051,0.122,0.065,0.074,0.099
"P09","Muy buena",0.086,0.084,0.051,0.019,0.028
"P09","Buena",0.11,0.102,0.056,0.096,0.07
"P09","Ni buena ni mala",0.361,0.223,0.46,0.454,0.429
"P09","Mala",0.117,0.199,0.157,0.143,0.135
"P09","Muy mala",0.152,0.144,0.149,0.195,0.182
"P09","No sabe",0.174,0.248,0.127,0.093,0.156
"P10","Muy buena",0.072,0.158,0.116,0.066,0.114
"P10","Buena",0.108,0.084,0.099,0.1,0.159
"P10","Ni buena ni mala",0.22,0.196,0.209,0.277,0.275
"P10","Mala",0.212,0.21,0.265,0.273,0.135
"P10","Muy mala",0.345,0.212,0.234,0.233,0.259
"P10","No sabe",0.043,0.14,0.077,0.051,0.058
"P11","Muy buena",0.115,0.058,0.054,0.05,0.074
"P11","Buena",0.091,0.046,0.067,0.082,0.074
"P11","Ni buena ni mala",0.342,0.305,0.423,0.357,0.386
"P11","Mala",0.088,0.069,0.111,0.103,0.094
"P11","Muy mala",0.097,0.174,0.112,0.162,0.148
"P11","No sabe",0.267,0.348,0.233,0.246,0.224
"P12","Muy buena",0.061,0.006,0.028,0.026,0.018
"P12","Buena",0.064,0.004,0.087,0.058,0.054
"P12","Ni buena ni mala",0.421,0.273,0.417,0.374,0.373
"P12","Mala",0.058,0.148,0.047,0.154,0.106
"P12","Muy mala",0.089,0.189,0.122,0.097,0.124
"P12","No sabe",0.307,0.38,0.299,0.291,0.325
"P13","Muy buena",0.051,0.041,0.013,0.001,0.009
"P13","Buena",0.029,0.003,0.019,0.047,0
"P13","Ni buena ni mala",0.414,0.22,0.492,0.323,0.411
"P13","Mala",0.049,0.125,0.043,0.099,0.068
"P13","Muy mala",0.072,0.19,0.081,0.094,0.129
"P13","No sabe",0.385,0.421,0.352,0.436,0.383
"P14","La seguridad",0.062,0.015,0.06,0.108,0.012
"P14","El tránsito",0.03,0.005,0.029,0.013,0.048
"P14","El arreglo de las calles",0.172,0.132,0.156,0.192,0.238
"P14","El estado de las escuelas y la educación",0.032,0.03,0.032,0.083,0.095
"P14","El sistema de salud",0.07,0.053,0.112,0.05,0.054
"P14","El deporte y la cultura",0.183,0.206,0.192,0.155,0.09
"P14","La obra pública",0.034,0.036,0.004,0.038,0.055
"P14","La luminaria",0.063,0.022,0.024,0.077,0.062
"P14","No sabe",0.354,0.501,0.391,0.284,0.346
"P15","La seguridad",0.56,0.55,0.31,0.411,0.44
"P15","El tránsito",0.027,0.042,0.043,0.015,0.032
"P15","El arreglo de las calles",0.15,0.09,0.249,0.214,0.124
"P15","El estado de las escuelas y la educación",0.048,0.075,0.083,0.141,0.009
"P15","El sistema de salud",0.074,0.046,0.073,0.077,0.206
"P15","El deporte y la cultura",0.02,0.057,0.022,0.036,0.03
"P15","La obra pública",0.023,0,0.03,0.026,0.013
"P15","La luminaria",0.025,0,0.011,0.012,0.015
"P15","No sabe",0.073,0.14,0.179,0.068,0.131
"P17","Los robos",0.635,0.393,0.53,0.42,0.436
"P17","El narcotráfico",0.107,0.277,0.164,0.049,0.117
"P17","La ausencia de patrulleros y personal policial",0.198,0.308,0.228,0.248,0.238
"P17","Otro",0.054,0.02,0.043,0.283,0.068
"P17","Ninguno",0.006,0.002,0.035,0,0.141
"P18","Muy buena",0.106,0.029,0.11,0.05,0.092
"P18","Buena",0.109,0.054,0.107,0.104,0.136
"P18","Ni buena ni mala",0.282,0.354,0.25,0.345,0.433
"P18","Mala",0.23,0.321,0.212,0.254,0.184
"P18","Muy mala",0.214,0.198,0.225,0.174,0.114
"P18","No sabe",0.059,0.044,0.096,0.073,0.041
"P19","Muy buena",0.05,0.027,0.113,0.026,0.081
"P19","Buena",0.122,0.05,0.104,0.086,0.097
"P19","Ni buena ni mala",0.348,0.258,0.27,0.36,0.41
"P19","Mala",0.187,0.281,0.177,0.233,0.189
"P19","Muy mala",0.216,0.285,0.215,0.206,0.174
"P19","No sabe",0.077,0.099,0.121,0.089,0.049
"P20","Al candidato del Frente de Todos",0.297,0.221,0.299,0.21,0.312
"P20","Al candidato de Juntos por el Cambio",0.252,0.152,0.207,0.172,0.318
"P20","Al candidato de la Izquierda",0.099,0.066,0.124,0.187,0.052
"P20","A otro candidato",0.211,0.262,0.162,0.252,0.168
