"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P04","Gran excedente habitual",0.008,0.01,0.025,0.008,0.005
"P04","Gran excedente excepcional",0.004,0.014,0.001,0.003,0
"P04","Pequeño excedente habitual",0.039,0.125,0.062,0.065,0.038
"P04","Pequeño excedente excepcional",0.057,0.099,0.085,0.059,0.03
"P04","Alcanza gastos familia",0.149,0.192,0.159,0.118,0.101
"P04","No alcanza gastos familia",0.17,0.127,0.175,0.21,0.171
"P04","Solo NBFamiliares",0.266,0.235,0.246,0.244,0.259
"P04","No alcanza NBFamiliares",0.29,0.175,0.239,0.265,0.384
"P04","No sabe",0.017,0.023,0.008,0.028,0.012
"P05","Todos los días",0.204,0.185,0.142,0.225,0.2
"P05","Entre 4 y 6 días a la semana",0.275,0.317,0.305,0.251,0.222
"P05","Entre 1 y 3 días a la semana",0.325,0.325,0.342,0.259,0.297
"P05","Raramente",0.161,0.159,0.148,0.21,0.172
"P05","Nunca",0.035,0.014,0.063,0.055,0.109
"P06","Todos los días",0.078,0.099,0.061,0.094,0.067
"P06","Entre 4 y 6 días a la semana",0.221,0.236,0.254,0.216,0.177
"P06","Entre 1 y 3 días a la semana",0.391,0.475,0.46,0.41,0.398
"P06","Raramente",0.254,0.165,0.18,0.234,0.226
"P06","Nunca",0.056,0.025,0.045,0.046,0.132
"P07","Todos los días",0.073,0.075,0.093,0.075,0.08
"P07","Entre 4 y 6 días a la semana",0.208,0.198,0.257,0.276,0.142
"P07","Entre 1 y 3 días a la semana",0.449,0.493,0.431,0.375,0.34
"P07","Raramente",0.234,0.193,0.155,0.233,0.293
"P07","Nunca",0.036,0.041,0.064,0.041,0.145
"P08","Todos los días",0.031,0.058,0.043,0.056,0.05
"P08","Entre 4 y 6 días a la semana",0.059,0.073,0.134,0.141,0.123
"P08","Entre 1 y 3 días a la semana",0.15,0.312,0.357,0.191,0.144
"P08","Raramente",0.463,0.442,0.295,0.433,0.352
"P08","Nunca",0.297,0.115,0.171,0.179,0.331
"P09","Todos los días",0.075,0.131,0.113,0.099,0.088
"P09","Entre 4 y 6 días a la semana",0.131,0.153,0.209,0.178,0.108
"P09","Entre 1 y 3 días a la semana",0.259,0.352,0.301,0.239,0.186
"P09","Raramente",0.411,0.278,0.304,0.4,0.386
"P09","Nunca",0.124,0.086,0.073,0.084,0.232
"P10","Todos los días",0.184,0.2,0.135,0.175,0.16
"P10","Entre 4 y 6 días a la semana",0.184,0.252,0.179,0.177,0.095
"P10","Entre 1 y 3 días a la semana",0.283,0.285,0.308,0.282,0.22
"P10","Raramente",0.279,0.22,0.211,0.311,0.384
"P10","Nunca",0.07,0.043,0.167,0.055,0.141
"P11","Todos los días",0.284,0.34,0.261,0.213,0.201
"P11","Entre 4 y 6 días a la semana",0.168,0.204,0.207,0.22,0.086
"P11","Entre 1 y 3 días a la semana",0.262,0.26,0.21,0.251,0.262
"P11","Raramente",0.217,0.153,0.231,0.279,0.284
"P11","Nunca",0.069,0.043,0.091,0.037,0.167
"P12","Todos los días",0.061,0.07,0.092,0.043,0.082
"P12","Entre 4 y 6 días a la semana",0.11,0.089,0.081,0.14,0.078
"P12","Entre 1 y 3 días a la semana",0.34,0.299,0.341,0.294,0.273
"P12","Raramente",0.389,0.484,0.35,0.376,0.313
"P12","Nunca",0.1,0.058,0.136,0.147,0.254
"P13","Todos los días",0.287,0.228,0.239,0.246,0.201
"P13","Entre 4 y 6 días a la semana",0.233,0.294,0.227,0.183,0.212
"P13","Entre 1 y 3 días a la semana",0.284,0.307,0.369,0.305,0.264
"P13","Raramente",0.157,0.155,0.153,0.227,0.223
"P13","Nunca",0.039,0.016,0.012,0.039,0.1
"P14","Todos los días",0.114,0.106,0.104,0.101,0.161
"P14","Entre 4 y 6 días a la semana",0.243,0.194,0.171,0.256,0.237
"P14","Entre 1 y 3 días a la semana",0.405,0.467,0.38,0.278,0.246
"P14","Raramente",0.192,0.209,0.234,0.328,0.241
"P14","Nunca",0.046,0.024,0.111,0.037,0.115
"P15","Menos de un vaso al día",0.089,0.084,0.033,0.059,0.069
"P15","De 1 a 4 vasos al día",0.331,0.387,0.352,0.329,0.409
"P15","Más de 4 vasos al día",0.535,0.495,0.548,0.487,0.384
"P15","No consume agua",0.045,0.034,0.067,0.125,0.138
"P16","Agua embotellada/mineral",0.138,0.181,0.229,0.165,0.165
"P16","Agua de la canilla filtrada",0.304,0.325,0.278,0.301,0.314
"P16","Agua de la canilla directamente",0.434,0.351,0.344,0.4,0.454
"P16","Agua de bidón",0.113,0.137,0.143,0.126,0.044
"P16","No consume agua",0.011,0.006,0.006,0.008,0.023
"P17","Todos los días",0.057,0.074,0.082,0.112,0.076
"P17","Entre 4 y 6 días a la semana",0.071,0.14,0.09,0.082,0.11
"P17","Entre 1 y 3 días a la semana",0.179,0.27,0.272,0.231,0.184
"P17","Raramente",0.342,0.341,0.342,0.309,0.244
"P17","Nunca",0.351,0.175,0.214,0.266,0.386
"P18","Vino",0.241,0.306,0.241,0.247,0.144
"P18","Cerveza",0.15,0.266,0.19,0.146,0.104
"P18","Destilados (whisky, vodka, ron, etc.)",0.043,0.081,0.145,0.073,0.028
"P18","Espumantes",0.042,0.037,0.074,0.074,0.086
"P18","Otros",0.12,0.062,0.11,0.108,0.186
"P18","No consume bebidas alcohólicas",0.404,0.248,0.24,0.352,0.452
"P19","Todos los días",0.098,0.165,0.144,0.11,0.154
"P19","Entre 4 y 6 días a la semana",0.097,0.126,0.051,0.125,0.1
"P19","Entre 1 y 3 días a la semana",0.173,0.242,0.26,0.222,0.073
"P19","Raramente",0.394,0.336,0.38,0.413,0.329
"P19","Nunca",0.238,0.131,0.165,0.13,0.344
"P20","Todos los días",0.546,0.476,0.381,0.416,0.446
"P20","Entre 4 y 6 días a la semana",0.087,0.129,0.119,0.078,0.067
"P20","Entre 1 y 3 días a la semana",0.088,0.138,0.156,0.123,0.104
"P20","Raramente",0.15,0.147,0.2,0.235,0.173
"P20","Nunca",0.129,0.11,0.144,0.148,0.21
"P21","Todos los días",0.527,0.508,0.547,0.504,0.411
"P21","Entre 4 y 6 días a la semana",0.164,0.218,0.136,0.195,0.148
"P21","Entre 1 y 3 días a la semana",0.13,0.166,0.162,0.146,0.117
"P21","Raramente",0.129,0.068,0.087,0.114,0.196
"P21","Nunca",0.05,0.04,0.068,0.041,0.128
"P22","Asado",0.413,0.432,0.427,0.412,0.366
"P22","Pizza",0.087,0.124,0.093,0.105,0.071
"P22","Milanesa",0.167,0.198,0.162,0.097,0.104
"P22","Pastas",0.104,0.08,0.088,0.128,0.146
"P22","Empanadas",0.038,0.054,0.114,0.07,0.04
"P22","Hamburguesa",0.008,0.013,0.017,0.002,0.043
"P22","Ensaladas (de cualquier tipo)",0.068,0.034,0.012,0.035,0.088
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.067,0.052,0.062,0.102,0.058
"P22","Polenta o similares (de cualquier tipo)",0.024,0.003,0.017,0.017,0.031
"P22","Ninguno de los anteriores",0.024,0.01,0.008,0.032,0.053
"P23","Asado",0.1,0.11,0.177,0.157,0.125
"P23","Pizza",0.064,0.111,0.069,0.071,0.046
"P23","Milanesa",0.192,0.284,0.247,0.184,0.116
"P23","Pastas",0.206,0.171,0.1,0.173,0.148
"P23","Empanadas",0.037,0.044,0.072,0.047,0.028
"P23","Hamburguesa",0.017,0.011,0.024,0.027,0.048
"P23","Ensaladas (de cualquier tipo)",0.117,0.085,0.062,0.064,0.135
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.121,0.085,0.088,0.163,0.108
"P23","Polenta o similares (de cualquier tipo)",0.071,0.029,0.05,0.064,0.126
"P23","Ninguno de los anteriores",0.075,0.07,0.111,0.05,0.12
"P24","Helado",0.259,0.278,0.277,0.241,0.199
"P24","Tortas, tartas dulces y masas",0.14,0.204,0.186,0.167,0.102
"P24","Ensalada de frutas",0.184,0.155,0.181,0.165,0.158
"P24","Flan, budín de pan y similares",0.127,0.125,0.089,0.153,0.142
"P24","Dulce de batata, membrillo o similares",0.083,0.056,0.054,0.069,0.109
"P24","Facturas de todo tipo",0.033,0.039,0.019,0.052,0.048
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.025,0.028,0.033,0.029,0.039
"P24","Gelatina",0.038,0.03,0.044,0.033,0.061
"P24","Panqueques, wafles y similares",0.018,0.017,0.044,0.016,0.03
"P24","Ninguno de los anteriores",0.093,0.068,0.073,0.075,0.112
"P25","Helado",0.097,0.151,0.149,0.158,0.096
"P25","Tortas, tartas dulces y masas",0.132,0.198,0.148,0.209,0.082
"P25","Ensalada de frutas",0.11,0.081,0.147,0.064,0.107
"P25","Flan, budín de pan y similares",0.064,0.048,0.079,0.086,0.04
"P25","Dulce de batata, membrillo o similares",0.12,0.079,0.069,0.096,0.11
"P25","Facturas de todo tipo",0.069,0.172,0.104,0.098,0.068
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.032,0.021,0.026,0.019,0.037
"P25","Gelatina",0.052,0.03,0.02,0.041,0.053
"P25","Panqueques, wafles y similares",0.016,0.005,0.018,0,0.001
"P25","Ninguno de los anteriores",0.308,0.215,0.24,0.229,0.406
"P26","Vegetariano",0.042,0.054,0.027,0.039,0.049
"P26","Vegano",0.028,0.071,0.038,0.095,0.039
"P26","Dieta baja en carnes rojas",0.146,0.114,0.231,0.127,0.149
"P26","Dieta baja en carbohidratos",0.097,0.094,0.092,0.064,0.075
"P26","Dieta baja en azúcares",0.13,0.117,0.075,0.146,0.161
"P26","Kosher o Alal",0.014,0.024,0.048,0.042,0.036
"P26","Ninguna restricción alimentaria",0.543,0.526,0.489,0.487,0.491
"P27","Si",0.556,0.631,0.437,0.432,0.5
"P27","Parcialmente",0.172,0.206,0.232,0.141,0.113
"P27","No",0.272,0.163,0.331,0.427,0.387
"P28","Si",0.727,0.72,0.7,0.731,0.764
"P28","Si, pero solo en algunos de ellos",0.235,0.225,0.263,0.234,0.173
"P28","No",0.038,0.055,0.037,0.035,0.063
"P29","Si",0.631,0.608,0.605,0.656,0.665
"P29","No",0.369,0.392,0.395,0.344,0.335
"P30","Muy de acuerdo",0.564,0.556,0.594,0.547,0.539
"P30","Parcialmente de acuerdo",0.318,0.291,0.316,0.361,0.314
"P30","No",0.118,0.153,0.09,0.092,0.147
"P31","Bajo peso",0.087,0.098,0.113,0.085,0.12
"P31","Sobrepeso",0.269,0.293,0.267,0.234,0.261
"P31","Obesidad",0.086,0.131,0.177,0.197,0.207
"P31","Normal",0.483,0.395,0.373,0.435,0.321
"P31","No sabe",0.075,0.083,0.07,0.049,0.091
"P32","Diabetes",0.099,0.115,0.074,0.1,0.126
"P32","Hipertensión",0.184,0.173,0.119,0.203,0.166
"P32","Enfermedades cardiovasculares",0.053,0.05,0.132,0.017,0.053
"P32","Celiaquía",0.083,0.079,0.079,0.068,0.09
"P32","Ninguna",0.499,0.515,0.496,0.56,0.49
"P32","No sabe",0.082,0.068,0.1,0.052,0.075
"P33","Todos los días",0.032,0.047,0.027,0.035,0.062
"P33","Entre 4 y 6 días a la semana",0.034,0.072,0.06,0.128,0.07
"P33","Entre 1 y 3 días a la semana",0.062,0.259,0.316,0.102,0.065
"P33","Raramente",0.327,0.41,0.204,0.287,0.157
"P33","Nunca",0.545,0.212,0.393,0.448,0.646
"P34","Todos los días",0.018,0.02,0.005,0.028,0.018
"P34","Entre 4 y 6 días a la semana",0.008,0.073,0.064,0.033,0.021
"P34","Entre 1 y 3 días a la semana",0.055,0.295,0.458,0.08,0.024
"P34","Raramente",0.339,0.427,0.179,0.715,0.039
"P34","Nunca",0.58,0.185,0.294,0.144,0.898
"P36","Menos de 1 comida al día",0.249,0.071,0.048,0.073,0.139
"P36","1 comida",0.289,0.436,0.235,0.321,0.284
"P36","2 comidas",0.264,0.214,0.425,0.177,0.237
"P36","3 comidas",0.099,0.149,0.177,0.29,0.1
"P36","4 comidas",0.087,0.12,0.078,0.128,0.213
"P36","Más de 4 comidas",0.012,0.01,0.037,0.011,0.027
"P37","Precio",0.344,0.213,0.213,0.179,0.279
"P37","Calidad",0.17,0.222,0.217,0.253,0.172
"P37","Cantidad de sellos presentes en el producto",0.048,0.034,0.142,0.102,0.121
"P37","Precio y calidad",0.289,0.377,0.252,0.293,0.188
"P37","Precio y cantidad de sellos presentes en el producto",0.031,0.042,0.078,0.071,0.075
"P37","Calidad y cantidad de sellos presentes en el producto",0.011,0.017,0.023,0.016,0.027
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.065,0.065,0.051,0.024,0.051
"P37","Compra sin ningún tipo de consideración",0.042,0.03,0.024,0.062,0.087
"P38","Menos de 1 vez a la semana",0.209,0.165,0.216,0.2,0.257
"P38","1 vez a la semana",0.269,0.351,0.247,0.236,0.271
"P38","Entre 1 a 4 veces a la semana",0.266,0.24,0.307,0.301,0.196
"P38","Más de 4 veces a la semana",0.171,0.189,0.154,0.181,0.173
"P38","No sabe",0.085,0.055,0.076,0.082,0.103
"P39","Hipermercado/Supermercado",0.477,0.553,0.433,0.391,0.373
"P39","Almacenes",0.249,0.257,0.22,0.28,0.345
"P39","Productores locales/mercados de cercanía/Ferias",0.178,0.115,0.221,0.178,0.157
"P39","Vía pública",0.039,0.028,0.063,0.076,0.042
"P39","No sabe",0.057,0.047,0.063,0.075,0.083
