"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P04","Gran excedente habitual",0.011,0.018,0.003,0.005,0.016
"P04","Gran excedente excepcional",0.007,0,0.005,0.002,0.004
"P04","Pequeño excedente habitual",0.05,0.048,0.065,0.037,0.064
"P04","Pequeño excedente excepcional",0.062,0.042,0.062,0.051,0.062
"P04","Alcanza gastos familia",0.131,0.183,0.177,0.118,0.154
"P04","No alcanza gastos familia",0.146,0.157,0.183,0.171,0.184
"P04","Solo NBFamiliares",0.275,0.29,0.259,0.272,0.231
"P04","No alcanza NBFamiliares",0.303,0.246,0.242,0.31,0.258
"P04","No sabe",0.015,0.016,0.004,0.034,0.027
"P05","Todos los días",0.186,0.159,0.204,0.206,0.221
"P05","Entre 4 y 6 días a la semana",0.273,0.367,0.257,0.261,0.267
"P05","Entre 1 y 3 días a la semana",0.313,0.294,0.385,0.311,0.298
"P05","Raramente",0.183,0.157,0.126,0.175,0.153
"P05","Nunca",0.045,0.023,0.028,0.047,0.061
"P06","Todos los días",0.083,0.083,0.075,0.049,0.077
"P06","Entre 4 y 6 días a la semana",0.199,0.314,0.217,0.217,0.206
"P06","Entre 1 y 3 días a la semana",0.409,0.355,0.458,0.374,0.397
"P06","Raramente",0.243,0.197,0.205,0.295,0.229
"P06","Nunca",0.066,0.051,0.045,0.065,0.091
"P07","Todos los días",0.084,0.075,0.063,0.052,0.1
"P07","Entre 4 y 6 días a la semana",0.197,0.276,0.217,0.194,0.195
"P07","Entre 1 y 3 días a la semana",0.449,0.39,0.512,0.395,0.407
"P07","Raramente",0.216,0.212,0.19,0.311,0.205
"P07","Nunca",0.054,0.047,0.018,0.048,0.093
"P08","Todos los días",0.053,0.041,0.032,0.014,0.047
"P08","Entre 4 y 6 días a la semana",0.071,0.14,0.082,0.097,0.068
"P08","Entre 1 y 3 días a la semana",0.184,0.213,0.333,0.168,0.139
"P08","Raramente",0.43,0.413,0.373,0.479,0.421
"P08","Nunca",0.262,0.193,0.18,0.242,0.325
"P09","Todos los días",0.108,0.086,0.081,0.051,0.077
"P09","Entre 4 y 6 días a la semana",0.138,0.231,0.119,0.137,0.138
"P09","Entre 1 y 3 días a la semana",0.255,0.258,0.367,0.241,0.198
"P09","Raramente",0.383,0.323,0.318,0.449,0.398
"P09","Nunca",0.116,0.102,0.115,0.122,0.189
"P10","Todos los días",0.195,0.102,0.144,0.138,0.199
"P10","Entre 4 y 6 días a la semana",0.181,0.294,0.203,0.126,0.146
"P10","Entre 1 y 3 días a la semana",0.272,0.268,0.383,0.306,0.231
"P10","Raramente",0.272,0.255,0.21,0.335,0.297
"P10","Nunca",0.08,0.081,0.06,0.095,0.127
"P11","Todos los días",0.259,0.231,0.257,0.227,0.343
"P11","Entre 4 y 6 días a la semana",0.162,0.26,0.193,0.145,0.164
"P11","Entre 1 y 3 días a la semana",0.255,0.268,0.322,0.257,0.177
"P11","Raramente",0.245,0.168,0.179,0.286,0.207
"P11","Nunca",0.079,0.073,0.049,0.085,0.109
"P12","Todos los días",0.074,0.045,0.039,0.057,0.082
"P12","Entre 4 y 6 días a la semana",0.113,0.138,0.091,0.081,0.08
"P12","Entre 1 y 3 días a la semana",0.315,0.332,0.39,0.251,0.289
"P12","Raramente",0.382,0.405,0.374,0.502,0.347
