"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P04","Gran excedente habitual",0.04,0.015,0.006,0.004,0.011
"P04","Gran excedente excepcional",0.017,0.003,0.006,0.001,0.001
"P04","Pequeño excedente habitual",0.085,0.077,0.05,0.007,0.028
"P04","Pequeño excedente excepcional",0.086,0.083,0.054,0.025,0.022
"P04","Alcanza gastos familia",0.145,0.183,0.152,0.067,0.071
"P04","No alcanza gastos familia",0.145,0.123,0.172,0.197,0.167
"P04","Solo NBFamiliares",0.178,0.283,0.3,0.246,0.143
"P04","No alcanza NBFamiliares",0.259,0.211,0.246,0.432,0.51
"P04","No sabe",0.045,0.022,0.014,0.021,0.047
"P05","Todos los días",0.569,0.223,0.145,0.128,0.161
"P05","Entre 4 y 6 días a la semana",0.144,0.504,0.257,0.168,0.123
"P05","Entre 1 y 3 días a la semana",0.151,0.161,0.472,0.321,0.168
"P05","Raramente",0.093,0.082,0.111,0.318,0.261
"P05","Nunca",0.043,0.03,0.015,0.065,0.287
"P07","Todos los días",0.441,0.084,0.042,0.039,0.035
"P07","Entre 4 y 6 días a la semana",0.223,0.442,0.16,0.102,0.068
"P07","Entre 1 y 3 días a la semana",0.215,0.364,0.607,0.308,0.142
"P07","Raramente",0.09,0.09,0.176,0.497,0.301
"P07","Nunca",0.031,0.02,0.015,0.054,0.454
"P08","Todos los días",0.24,0.054,0.023,0.03,0.059
"P08","Entre 4 y 6 días a la semana",0.09,0.16,0.065,0.062,0.033
"P08","Entre 1 y 3 días a la semana",0.199,0.252,0.228,0.114,0.073
"P08","Raramente",0.292,0.4,0.486,0.441,0.261
"P08","Nunca",0.179,0.134,0.198,0.353,0.574
"P09","Todos los días",0.274,0.111,0.076,0.048,0.089
"P09","Entre 4 y 6 días a la semana",0.132,0.255,0.133,0.101,0.041
"P09","Entre 1 y 3 días a la semana",0.168,0.275,0.317,0.177,0.127
"P09","Raramente",0.31,0.286,0.393,0.472,0.36
"P09","Nunca",0.116,0.073,0.081,0.202,0.383
"P10","Todos los días",0.406,0.198,0.163,0.093,0.146
"P10","Entre 4 y 6 días a la semana",0.159,0.323,0.171,0.1,0.072
"P10","Entre 1 y 3 días a la semana",0.151,0.266,0.362,0.229,0.123
"P10","Raramente",0.196,0.17,0.26,0.44,0.291
"P10","Nunca",0.088,0.043,0.044,0.138,0.368
"P11","Todos los días",0.516,0.344,0.255,0.139,0.157
"P11","Entre 4 y 6 días a la semana",0.124,0.275,0.177,0.105,0.091
"P11","Entre 1 y 3 días a la semana",0.12,0.206,0.303,0.255,0.237
"P11","Raramente",0.137,0.142,0.223,0.363,0.219
"P11","Nunca",0.103,0.033,0.042,0.138,0.296
"P12","Todos los días",0.2,0.076,0.052,0.039,0.089
"P12","Entre 4 y 6 días a la semana",0.146,0.15,0.082,0.09,0.11
"P12","Entre 1 y 3 días a la semana",0.24,0.317,0.343,0.263,0.229
"P12","Raramente",0.288,0.355,0.429,0.46,0.222
"P12","Nunca",0.126,0.102,0.094,0.148,0.35
"P13","Todos los días",0.433,0.303,0.237,0.221,0.216
"P13","Entre 4 y 6 días a la semana",0.166,0.305,0.249,0.201,0.182
"P13","Entre 1 y 3 días a la semana",0.202,0.239,0.331,0.28,0.223
"P13","Raramente",0.135,0.129,0.15,0.252,0.224
"P13","Nunca",0.064,0.024,0.033,0.046,0.155
"P14","Todos los días",0.219,0.142,0.09,0.109,0.188
"P14","Entre 4 y 6 días a la semana",0.19,0.265,0.229,0.211,0.191
"P14","Entre 1 y 3 días a la semana",0.322,0.367,0.424,0.328,0.215
"P14","Raramente",0.195,0.191,0.217,0.262,0.211
"P14","Nunca",0.074,0.035,0.04,0.09,0.195
"P15","Menos de un vaso al día",0.176,0.089,0.06,0.11,0.128
"P15","De 1 a 4 vasos al día",0.319,0.346,0.367,0.329,0.231
"P15","Más de 4 vasos al día",0.408,0.515,0.519,0.473,0.526
"P15","No consume agua",0.097,0.05,0.054,0.088,0.115
"P16","Agua embotellada/mineral",0.256,0.205,0.143,0.104,0.139
"P16","Agua de la canilla filtrada",0.281,0.343,0.299,0.282,0.288
"P16","Agua de la canilla directamente",0.299,0.336,0.415,0.523,0.414
"P16","Agua de bidón",0.134,0.113,0.136,0.083,0.096
"P16","No consume agua",0.03,0.003,0.007,0.008,0.063
"P17","Todos los días",0.169,0.082,0.049,0.039,0.083
"P17","Entre 4 y 6 días a la semana",0.112,0.146,0.077,0.068,0.062
"P17","Entre 1 y 3 días a la semana",0.206,0.212,0.244,0.153,0.143
"P17","Raramente",0.29,0.306,0.366,0.318,0.164
"P17","Nunca",0.223,0.254,0.264,0.422,0.548
