"var","categoria","Todos los días","Entre 4 y 6 días a la semana","Entre 1 y 3 días a la semana","Raramente","Nunca"
"P04","Gran excedente habitual",0.017,0.012,0.017,0.005,0.009
"P04","Gran excedente excepcional",0.011,0.004,0.008,0.002,0.006
"P04","Pequeño excedente habitual",0.056,0.064,0.056,0.045,0.051
"P04","Pequeño excedente excepcional",0.063,0.055,0.061,0.049,0.07
"P04","Alcanza gastos familia",0.153,0.173,0.166,0.137,0.105
"P04","No alcanza gastos familia",0.155,0.159,0.134,0.16,0.183
"P04","Solo NBFamiliares",0.256,0.285,0.312,0.273,0.226
"P04","No alcanza NBFamiliares",0.249,0.237,0.235,0.31,0.334
"P04","No sabe",0.04,0.011,0.011,0.019,0.016
"P05","Todos los días",0.23,0.19,0.157,0.182,0.217
"P05","Entre 4 y 6 días a la semana",0.323,0.32,0.303,0.263,0.239
"P05","Entre 1 y 3 días a la semana",0.269,0.273,0.348,0.342,0.29
"P05","Raramente",0.132,0.176,0.152,0.175,0.199
"P05","Nunca",0.046,0.041,0.04,0.038,0.055
"P06","Todos los días",0.196,0.054,0.079,0.056,0.054
"P06","Entre 4 y 6 días a la semana",0.273,0.324,0.253,0.183,0.166
"P06","Entre 1 y 3 días a la semana",0.369,0.436,0.445,0.412,0.345
"P06","Raramente",0.124,0.177,0.195,0.271,0.319
"P06","Nunca",0.038,0.009,0.028,0.078,0.116
"P07","Todos los días",0.162,0.059,0.062,0.068,0.072
"P07","Entre 4 y 6 días a la semana",0.201,0.246,0.261,0.194,0.169
"P07","Entre 1 y 3 días a la semana",0.428,0.477,0.487,0.43,0.385
"P07","Raramente",0.164,0.201,0.17,0.259,0.264
"P07","Nunca",0.045,0.017,0.02,0.049,0.11
"P08","Todos los días",0.136,0.067,0.052,0.02,0.013
"P08","Entre 4 y 6 días a la semana",0.098,0.141,0.09,0.075,0.054
"P08","Entre 1 y 3 días a la semana",0.263,0.255,0.315,0.146,0.114
"P08","Raramente",0.353,0.452,0.42,0.481,0.377
"P08","Nunca",0.15,0.085,0.123,0.278,0.442
"P09","Todos los días",0.283,0.112,0.084,0.052,0.042
"P09","Entre 4 y 6 días a la semana",0.202,0.245,0.196,0.116,0.078
"P09","Entre 1 y 3 días a la semana",0.218,0.277,0.377,0.254,0.181
"P09","Raramente",0.225,0.319,0.301,0.474,0.409
"P09","Nunca",0.072,0.047,0.042,0.104,0.29
"P10","Todos los días",0.291,0.139,0.148,0.14,0.198
"P10","Entre 4 y 6 días a la semana",0.181,0.28,0.232,0.152,0.141
"P10","Entre 1 y 3 días a la semana",0.228,0.265,0.341,0.305,0.235
"P10","Raramente",0.234,0.279,0.217,0.313,0.289
"P10","Nunca",0.066,0.037,0.062,0.09,0.137
"P11","Todos los días",0.447,0.279,0.247,0.202,0.268
"P11","Entre 4 y 6 días a la semana",0.18,0.263,0.235,0.147,0.116
"P11","Entre 1 y 3 días a la semana",0.142,0.248,0.315,0.281,0.216
"P11","Raramente",0.171,0.177,0.169,0.29,0.244
"P11","Nunca",0.06,0.033,0.034,0.08,0.156
"P12","Todos los días",0.16,0.058,0.042,0.052,0.062
"P12","Entre 4 y 6 días a la semana",0.109,0.175,0.094,0.091,0.097
"P12","Entre 1 y 3 días a la semana",0.236,0.291,0.428,0.292,0.293
"P12","Raramente",0.382,0.395,0.358,0.444,0.363
"P12","Nunca",0.113,0.081,0.078,0.121,0.185
"P13","Todos los días",0.416,0.297,0.248,0.23,0.225
"P13","Entre 4 y 6 días a la semana",0.234,0.339,0.256,0.234,0.184
"P13","Entre 1 y 3 días a la semana",0.205,0.256,0.341,0.301,0.276
"P13","Raramente",0.111,0.088,0.139,0.209,0.215
"P13","Nunca",0.034,0.02,0.016,0.026,0.1
"P14","Todos los días",0.204,0.135,0.097,0.103,0.127
"P14","Entre 4 y 6 días a la semana",0.233,0.307,0.263,0.211,0.189
"P14","Entre 1 y 3 días a la semana",0.32,0.34,0.455,0.388,0.337
"P14","Raramente",0.178,0.164,0.16,0.249,0.24
"P14","Nunca",0.065,0.054,0.025,0.049,0.107
"P15","Menos de un vaso al día",0.166,0.079,0.087,0.076,0.076
"P15","De 1 a 4 vasos al día",0.345,0.43,0.371,0.32,0.307
"P15","Más de 4 vasos al día",0.387,0.419,0.493,0.545,0.537
"P15","No consume agua",0.102,0.072,0.049,0.059,0.08
"P16","Agua embotellada/mineral",0.273,0.151,0.163,0.126,0.132
"P16","Agua de la canilla filtrada",0.32,0.361,0.278,0.304,0.291
"P16","Agua de la canilla directamente",0.296,0.359,0.393,0.45,0.471
"P16","Agua de bidón",0.094,0.124,0.153,0.109,0.095
"P16","No consume agua",0.017,0.005,0.013,0.011,0.011
"P17","Todos los días",0.16,0.083,0.044,0.044,0.058
"P17","Entre 4 y 6 días a la semana",0.149,0.159,0.076,0.076,0.076
"P17","Entre 1 y 3 días a la semana",0.217,0.193,0.302,0.177,0.176
"P17","Raramente",0.259,0.327,0.314,0.371,0.269
"P17","Nunca",0.215,0.238,0.264,0.332,0.421
"P18","Vino",0.469,0.164,0.186,0.211,0.225
"P18","Cerveza",0.127,0.344,0.182,0.146,0.1
"P18","Destilados (whisky, vodka, ron, etc.)",0.05,0.06,0.129,0.047,0.031
"P18","Espumantes",0.035,0.044,0.05,0.076,0.029
"P18","Otros",0.068,0.109,0.121,0.118,0.146
"P18","No consume bebidas alcohólicas",0.251,0.279,0.332,0.402,0.469
"P20","Todos los días",0.694,0.48,0.47,0.489,0.499
"P20","Entre 4 y 6 días a la semana",0.077,0.261,0.106,0.068,0.068
"P20","Entre 1 y 3 días a la semana",0.046,0.068,0.264,0.072,0.055
"P20","Raramente",0.079,0.106,0.085,0.285,0.085
"P20","Nunca",0.104,0.085,0.075,0.086,0.293
"P21","Todos los días",0.634,0.484,0.551,0.455,0.48
"P21","Entre 4 y 6 días a la semana",0.14,0.202,0.191,0.182,0.128
"P21","Entre 1 y 3 días a la semana",0.104,0.153,0.171,0.139,0.12
"P21","Raramente",0.062,0.118,0.063,0.179,0.138
"P21","Nunca",0.06,0.043,0.024,0.045,0.134
"P22","Asado",0.542,0.461,0.421,0.377,0.374
"P22","Pizza",0.052,0.123,0.116,0.091,0.071
"P22","Milanesa",0.189,0.159,0.199,0.162,0.105
"P22","Pastas",0.091,0.123,0.112,0.115,0.112
"P22","Empanadas",0.032,0.033,0.053,0.044,0.053
"P22","Hamburguesa",0.017,0.019,0.008,0.01,0.012
"P22","Ensaladas (de cualquier tipo)",0.023,0.032,0.034,0.049,0.105
"P22","Guiso (de lentejas, de arroz, locro o similares)",0.041,0.026,0.034,0.093,0.094
"P22","Polenta o similares (de cualquier tipo)",0.003,0.013,0.006,0.032,0.034
"P22","Ninguno de los anteriores",0.01,0.011,0.017,0.027,0.04
"P23","Asado",0.281,0.136,0.113,0.082,0.083
"P23","Pizza",0.073,0.114,0.081,0.067,0.035
"P23","Milanesa",0.232,0.277,0.257,0.181,0.129
"P23","Pastas",0.16,0.158,0.195,0.191,0.197
"P23","Empanadas",0.041,0.025,0.058,0.033,0.033
"P23","Hamburguesa",0.014,0.034,0.019,0.022,0.016
"P23","Ensaladas (de cualquier tipo)",0.05,0.046,0.079,0.102,0.167
"P23","Guiso (de lentejas, de arroz, locro o similares)",0.085,0.113,0.098,0.146,0.124
"P23","Polenta o similares (de cualquier tipo)",0.022,0.037,0.041,0.088,0.108
"P23","Ninguno de los anteriores",0.042,0.06,0.059,0.088,0.108
"P24","Helado",0.369,0.322,0.26,0.229,0.224
"P24","Tortas, tartas dulces y masas",0.169,0.177,0.193,0.143,0.113
"P24","Ensalada de frutas",0.137,0.178,0.188,0.165,0.17
"P24","Flan, budín de pan y similares",0.13,0.114,0.132,0.13,0.108
"P24","Dulce de batata, membrillo o similares",0.072,0.047,0.055,0.085,0.105
"P24","Facturas de todo tipo",0.032,0.033,0.047,0.044,0.025
"P24","Postres lácteos caseros o envasados de cualquier tipo",0.028,0.021,0.023,0.028,0.03
"P24","Gelatina",0.01,0.026,0.033,0.052,0.048
"P24","Panqueques, wafles y similares",0.016,0.025,0.01,0.025,0.036
"P24","Ninguno de los anteriores",0.037,0.057,0.059,0.099,0.141
"P25","Helado",0.241,0.164,0.109,0.092,0.083
"P25","Tortas, tartas dulces y masas",0.226,0.185,0.192,0.125,0.081
"P25","Ensalada de frutas",0.097,0.073,0.118,0.091,0.109
"P25","Flan, budín de pan y similares",0.07,0.086,0.067,0.067,0.04
"P25","Dulce de batata, membrillo o similares",0.087,0.084,0.115,0.122,0.1
"P25","Facturas de todo tipo",0.088,0.116,0.11,0.079,0.063
"P25","Postres lácteos caseros o envasados de cualquier tipo",0.023,0.024,0.028,0.037,0.02
"P25","Gelatina",0.009,0.028,0.026,0.062,0.056
"P25","Panqueques, wafles y similares",0.015,0.007,0.001,0.016,0.022
"P25","Ninguno de los anteriores",0.144,0.233,0.234,0.309,0.426
"P26","Vegetariano",0.075,0.027,0.037,0.035,0.073
"P26","Vegano",0.087,0.064,0.04,0.036,0.026
"P26","Dieta baja en carnes rojas",0.143,0.112,0.143,0.157,0.131
"P26","Dieta baja en carbohidratos",0.086,0.042,0.071,0.096,0.136
"P26","Dieta baja en azúcares",0.086,0.146,0.102,0.136,0.145
"P26","Kosher o Alal",0.03,0.052,0.024,0.017,0.009
"P26","Ninguna restricción alimentaria",0.493,0.557,0.583,0.523,0.48
"P27","Si",0.592,0.528,0.539,0.494,0.599
"P27","Parcialmente",0.154,0.203,0.205,0.196,0.148
"P27","No",0.254,0.269,0.256,0.31,0.253
"P28","Si",0.754,0.762,0.751,0.67,0.736
"P28","Si, pero solo en algunos de ellos",0.19,0.203,0.2,0.287,0.22
"P28","No",0.056,0.035,0.049,0.043,0.044
"P29","Si",0.581,0.629,0.675,0.599,0.644
"P29","No",0.419,0.371,0.325,0.401,0.356
"P30","Muy de acuerdo",0.55,0.577,0.598,0.532,0.558
"P30","Parcialmente de acuerdo",0.346,0.33,0.297,0.341,0.295
"P30","No",0.104,0.093,0.105,0.127,0.147
"P31","Bajo peso",0.15,0.122,0.087,0.076,0.094
"P31","Sobrepeso",0.304,0.313,0.282,0.274,0.229
"P31","Obesidad",0.131,0.104,0.14,0.113,0.088
"P31","Normal",0.355,0.393,0.418,0.453,0.518
"P31","No sabe",0.06,0.068,0.073,0.084,0.071
"P32","Diabetes",0.122,0.105,0.076,0.096,0.112
"P32","Hipertensión",0.223,0.206,0.157,0.174,0.173
"P32","Enfermedades cardiovasculares",0.041,0.03,0.058,0.065,0.053
"P32","Celiaquía",0.093,0.075,0.078,0.077,0.088
"P32","Ninguna",0.439,0.492,0.552,0.511,0.49
"P32","No sabe",0.082,0.092,0.079,0.077,0.084
"P33","Todos los días",0.087,0.05,0.034,0.028,0.021
"P33","Entre 4 y 6 días a la semana",0.095,0.109,0.035,0.04,0.037
"P33","Entre 1 y 3 días a la semana",0.118,0.103,0.182,0.092,0.076
"P33","Raramente",0.362,0.368,0.367,0.295,0.252
"P33","Nunca",0.338,0.37,0.382,0.545,0.614
"P34","Todos los días",0.052,0.027,0.022,0.008,0.009
"P34","Entre 4 y 6 días a la semana",0.076,0.045,0.015,0.013,0.015
"P34","Entre 1 y 3 días a la semana",0.172,0.088,0.205,0.086,0.078
"P34","Raramente",0.327,0.454,0.444,0.339,0.205
"P34","Nunca",0.373,0.386,0.314,0.554,0.693
"P35","Todos los días",0.527,0.608,0.59,0.65,0.68
"P35","Entre 4 y 6 días a la semana",0.203,0.181,0.19,0.127,0.086
"P35","Entre 1 y 3 días a la semana",0.089,0.036,0.102,0.071,0.054
"P35","Raramente",0.065,0.086,0.083,0.075,0.041
"P35","Nunca",0.116,0.089,0.035,0.077,0.139
"P36","Menos de 1 comida al día",0.239,0.197,0.151,0.19,0.183
"P36","1 comida",0.247,0.321,0.286,0.331,0.314
"P36","2 comidas",0.235,0.252,0.301,0.249,0.262
"P36","3 comidas",0.13,0.101,0.148,0.128,0.109
"P36","4 comidas",0.132,0.118,0.102,0.089,0.113
"P36","Más de 4 comidas",0.017,0.011,0.012,0.013,0.019
"P37","Precio",0.288,0.239,0.296,0.329,0.286
"P37","Calidad",0.238,0.253,0.186,0.162,0.172
"P37","Cantidad de sellos presentes en el producto",0.054,0.056,0.095,0.054,0.058
"P37","Precio y calidad",0.293,0.287,0.337,0.282,0.267
"P37","Precio y cantidad de sellos presentes en el producto",0.048,0.074,0.01,0.045,0.047
"P37","Calidad y cantidad de sellos presentes en el producto",0.026,0.006,0.009,0.014,0.017
"P37","Precio, calidad y cantidad de sellos presentes en el producto",0.032,0.026,0.038,0.063,0.103
"P37","Compra sin ningún tipo de consideración",0.021,0.059,0.029,0.051,0.05
"P38","Menos de 1 vez a la semana",0.229,0.108,0.204,0.202,0.248
"P38","1 vez a la semana",0.226,0.316,0.272,0.272,0.301
"P38","Entre 1 a 4 veces a la semana",0.218,0.301,0.313,0.253,0.24
"P38","Más de 4 veces a la semana",0.245,0.18,0.174,0.165,0.147
"P38","No sabe",0.082,0.095,0.037,0.108,0.064
"P39","Hipermercado/Supermercado",0.515,0.492,0.48,0.448,0.468
"P39","Almacenes",0.263,0.302,0.237,0.256,0.258
"P39","Productores locales/mercados de cercanía/Ferias",0.131,0.138,0.178,0.18,0.182
"P39","Vía pública",0.031,0.021,0.039,0.061,0.027
"P39","No sabe",0.06,0.047,0.066,0.055,0.065
