"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P12","Gran excedente habitual",0,0.005,0.035,0
"P12","Gran excedente excepcional",0,0.009,0,0
"P12","Pequeño excedente habitual",0.006,0.035,0.023,0.089
"P12","Pequeño excedente excepcional",0.014,0.062,0.077,0.438
"P12","Alcanza gastos familia",0.112,0.114,0.11,0.089
"P12","No alcanza gastos familia",0.03,0.046,0.092,0
"P12","Solo NBFamiliares",0.387,0.363,0.356,0
"P12","No alcanza NBFamiliares",0.451,0.361,0.302,0.384
"P12","No sabe",0,0.005,0.005,0
"P13","Positiva",0.667,0.321,0.191,0
"P13","Neutra",0.2,0.44,0.16,0.643
"P13","Negativa",0.133,0.225,0.622,0.357
"P13","No sabe",0,0.014,0.027,0
"P14","Positiva",0.532,0.465,0.379,0.116
"P14","Neutra",0.078,0.221,0.13,0.438
"P14","Negativa",0.39,0.307,0.491,0.446
"P14","No sabe",0,0.007,0,0
"P16","Positiva",0.512,0.322,0.336,0.383
"P16","Neutra",0.123,0.46,0.16,0.528
"P16","Negativa",0.365,0.207,0.487,0.089
"P16","No sabe",0,0.011,0.017,0
"P19","Positiva",0.706,0.287,0.207,0.116
"P19","Neutra",0.048,0.516,0.153,0.527
"P19","Negativa",0.195,0.197,0.626,0.357
"P19","No sabe",0.051,0,0.014,0
"P20","Gobierno nacional",0.468,0.246,0.283,0
"P20","Gobierno provincial",0.227,0.568,0.659,0.357
"P20","No sabe",0.305,0.186,0.058,0.643
"P21","El anterior gobierno de Arabela Carreras",0.345,0.381,0.234,0
"P21","El actual gobierno de Alberto Weretilneck",0.655,0.464,0.734,0.629
"P21","No sabe",0,0.155,0.032,0.371
"P22","El anterior gobierno de Alberto Fernández",0.328,0.037,0.38,0
"P22","El actual gobierno de Javier Milei",0.672,0.959,0.598,0
"P22","No sabe",0,0.004,0.022,0
"P23","Empleado sector publico",0.233,0.253,0.256,0.178
"P23","Empleado sector privado",0.261,0.2,0.229,0.268
"P23","Changas o trabajos eventuales",0.158,0.14,0.238,0
"P23","Estudiante",0,0.056,0.031,0.438
"P23","Amas de casa",0.158,0.155,0.044,0
"P23","Profesional o independiente",0.137,0.103,0.097,0
