"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P12","Gran excedente habitual",0.034,0,0.015,0
"P12","Gran excedente excepcional",0.006,0,0,0
"P12","Pequeño excedente habitual",0.025,0.174,0.005,0
"P12","Pequeño excedente excepcional",0.119,0.017,0.017,0.475
"P12","Alcanza gastos familia",0.146,0.132,0.072,0.09
"P12","No alcanza gastos familia",0.074,0.138,0.054,0
"P12","Solo NBFamiliares",0.368,0.246,0.371,0
"P12","No alcanza NBFamiliares",0.226,0.273,0.463,0.435
"P12","No sabe",0.002,0.02,0.003,0
"P13","Positiva",0.229,0.247,0.348,0.332
"P13","Neutra",0.172,0.286,0.306,0.578
"P13","Negativa",0.567,0.438,0.34,0.09
"P13","No sabe",0.032,0.029,0.006,0
"P14","Positiva",0.79,0.171,0.068,0.422
"P14","Neutra",0.081,0.69,0.138,0.578
"P14","Negativa",0.129,0.11,0.794,0
"P14","No sabe",0,0.029,0,0
"P16","Positiva",0.23,0.42,0.454,0.332
"P16","Neutra",0.276,0.345,0.191,0.565
"P16","Negativa",0.494,0.184,0.335,0.103
"P16","No sabe",0,0.051,0.02,0
"P19","Positiva",0.25,0.23,0.35,0.332
"P19","Neutra",0.187,0.369,0.277,0.578
"P19","Negativa",0.55,0.401,0.355,0.09
"P19","No sabe",0.013,0,0.018,0
"P20","Gobierno nacional",0.096,0.118,0.499,0
"P20","Gobierno provincial",0.771,0.55,0.396,0.525
"P20","No sabe",0.133,0.332,0.105,0.475
"P21","El anterior gobierno de Arabela Carreras",0.348,0.125,0.191,0
"P21","El actual gobierno de Alberto Weretilneck",0.615,0.803,0.697,0.774
"P21","No sabe",0.037,0.072,0.112,0.226
"P22","El anterior gobierno de Alberto Fernández",0.333,0.772,0.135,0
"P22","El actual gobierno de Javier Milei",0.667,0.114,0.853,0
"P22","No sabe",0,0.114,0.012,0
"P23","Empleado sector publico",0.202,0.081,0.291,0.103
"P23","Empleado sector privado",0.282,0.32,0.169,0.09
"P23","Changas o trabajos eventuales",0.204,0.202,0.2,0.332
"P23","Estudiante",0.03,0,0.053,0.475
"P23","Amas de casa",0.074,0.192,0.095,0
"P23","Profesional o independiente",0.106,0.11,0.101,0
"P23","Comerciante, emprendedor o empresario",0.051,0.021,0.032,0
"P23","Trabajador informal",0.006,0.014,0.006,0
"P23","No tengo trabajo",0.045,0.06,0.053,0
"P24","Muy de acuerdo",0.267,0.219,0.166,0
"P24","De acuerdo",0.113,0.085,0.26,0
"P24","Ni de acuerdo ni en desacuerdo",0.275,0.416,0.299,0.103
"P24","En desacuerdo",0.173,0.266,0.103,0.475
"P24","Muy en desacuerdo",0.144,0,0.134,0.332
"P24","No sabe",0.028,0.014,0.038,0.09
"P25","Muy de acuerdo",0.187,0.093,0.039,0
"P25","De acuerdo",0.242,0.02,0.053,0
"P25","Ni de acuerdo ni en desacuerdo",0.248,0.435,0.056,0.668
"P25","En desacuerdo",0.19,0.412,0.576,0.332
"P25","Muy en desacuerdo",0.133,0.04,0.272,0
"P25","No sabe",0,0,0.004,0
"P26","Si",0.738,0.517,0.714,0.578
"P26","No",0.262,0.483,0.286,0.422
"P27","Muy de acuerdo",0.35,0.109,0.139,0
"P27","De acuerdo",0.239,0.143,0.125,0.332
"P27","Ni de acuerdo ni en desacuerdo",0.258,0.399,0.084,0.578
"P27","En desacuerdo",0.11,0.268,0.412,0
"P27","Muy en desacuerdo",0.041,0.081,0.238,0.09
"P27","No sabe",0.002,0,0.002,0
"P28","Si",0.763,0.618,0.724,0.668
"P28","No",0.237,0.382,0.276,0.332
"P29","Muy de acuerdo",0.417,0,0.167,0
"P29","De acuerdo",0.234,0.237,0.117,0.422
"P29","Ni de acuerdo ni en desacuerdo",0.173,0.511,0.18,0.578
"P29","En desacuerdo",0.105,0.098,0.324,0
