"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P12","Gran excedente habitual",0.004,0,0.004,0,0.175,0.173
"P12","Gran excedente excepcional",0,0,0,0.009,0,0
"P12","Pequeño excedente habitual",0.004,0.029,0.024,0.039,0.025,0.189
"P12","Pequeño excedente excepcional",0.095,0.021,0.016,0.088,0.057,0.057
"P12","Alcanza gastos familia",0.087,0.133,0.139,0.171,0.098,0.052
"P12","No alcanza gastos familia",0.062,0.109,0.061,0.056,0.224,0.223
"P12","Solo NBFamiliares",0.309,0.319,0.282,0.214,0.197,0.155
"P12","No alcanza NBFamiliares",0.433,0.387,0.474,0.418,0.224,0.151
"P12","No sabe",0.006,0.002,0,0.005,0,0
"P13","Muy buena",0.275,0.108,0.109,0.003,0.153,0.186
"P13","Buena",0.189,0.236,0.188,0.097,0.059,0.077
"P13","Ni buena ni mala",0.158,0.298,0.363,0.237,0.063,0.17
"P13","Mala",0.275,0.224,0.27,0.426,0.129,0.406
"P13","Muy mala",0.103,0.119,0.066,0.195,0.596,0.137
"P13","No sabe",0,0.015,0.004,0.042,0,0.024
"P14","Muy buena",0.49,0.112,0.172,0.144,0.399,0.598
"P14","Buena",0.093,0.228,0.174,0.15,0.09,0.082
"P14","Ni buena ni mala",0.12,0.167,0.16,0.373,0.022,0.082
"P14","Mala",0.108,0.152,0.247,0.132,0.171,0.104
"P14","Muy mala",0.189,0.341,0.243,0.201,0.318,0.134
"P14","No sabe",0,0,0.004,0,0,0
"P16","Muy buena",0.368,0.073,0.26,0.216,0.191,0
"P16","Buena",0.091,0.361,0.15,0.109,0.093,0.102
"P16","Ni buena ni mala",0.22,0.236,0.225,0.277,0.175,0.266
"P16","Mala",0.217,0.163,0.291,0.234,0.099,0.352
"P16","Muy mala",0.084,0.153,0.068,0.147,0.442,0.249
"P16","No sabe",0.02,0.014,0.006,0.017,0,0.031
"P19","Muy buena",0.301,0.041,0.09,0.071,0.057,0.028
"P19","Buena",0.173,0.34,0.181,0.029,0.212,0.13
"P19","Ni buena ni mala",0.192,0.293,0.404,0.302,0.122,0.299
"P19","Mala",0.222,0.239,0.189,0.447,0.134,0.309
"P19","Muy mala",0.112,0.085,0.115,0.151,0.475,0.215
"P19","No sabe",0,0.002,0.021,0,0,0.019
"P20","Gobierno nacional",0.366,0.373,0.326,0.161,0.118,0.182
"P20","Gobierno provincial",0.516,0.49,0.468,0.731,0.729,0.562
"P20","No sabe",0.118,0.137,0.206,0.108,0.153,0.256
"P21","El anterior gobierno de Arabela Carreras",0.352,0.449,0.305,0.396,0.06,0.158
"P21","El actual gobierno de Alberto Weretilneck",0.536,0.387,0.579,0.524,0.915,0.548
"P21","No sabe",0.112,0.164,0.116,0.08,0.025,0.294
"P22","El anterior gobierno de Alberto Fernández",0.649,0.076,0.2,0.572,0.281,0.49
"P22","El actual gobierno de Javier Milei",0.351,0.891,0.766,0.428,0.519,0.448
"P22","No sabe",0,0.033,0.034,0,0.2,0.062
"P23","Empleado sector publico",0.448,0.23,0.091,0.263,0.272,0.274
"P23","Empleado sector privado",0.184,0.263,0.236,0.127,0.258,0.212
