"var","categoria","Si","No"
"P04","Siempre",0.289,0.156
"P04","Casi siempre",0.456,0.391
"P04","Casi nunca",0.207,0.352
"P04","Nunca, pero esta es una excepción",0.048,0.101
"P06","Del Frente de Todos y el peronismo",0.33,0.242
"P06","De Juntos por el cambio",0.311,0.31
"P06","De los Liberales libertarios",0.252,0.299
"P06","De la Izquierda",0.027,0.032
"P06","No sabe",0.08,0.117
"P07","A Sergio Massa",0.293,0.294
"P07","A Daniel Scioli",0.093,0.118
"P07","A algún candidato del peronismo",0.106,0.107
"P07","A algún candidato del kirchnerismo",0.508,0.481
"P08","A Sergio Massa",0.153,0.146
"P08","A Daniel Scioli",0.069,0.08
"P08","A algún candidato del peronismo",0.094,0.122
"P08","A Cristina Fernández de Kirchner",0.684,0.652
"P09","A Horacio Rodriguez Larreta",0.166,0.162
"P09","A Patricia Bullrich",0.705,0.691
"P09","A Facundo Manes",0.07,0.064
"P09","A Gerardo Morales",0.059,0.083
"P10","Sergio Massa por el Frente de Todos",0.269,0.193
"P10","Patricia Bullrich por Juntos por el Cambio",0.244,0.254
"P10","Horacio Rodríguez Larreta por Juntos por el Cambio",0.101,0.094
"P10","Javier Milei por la Libertad Avanza",0.258,0.301
"P10","Al candidato del Frente de Izquierda",0.03,0.031
"P10","En blanco",0.022,0.03
"P10","No sabe",0.076,0.097
"P11","Javier Milei por la Libertad Avanza",0.223,0.263
"P11","Horacio Rodríguez Larreta por Juntos por el Cambio",0.101,0.104
"P11","Patricia Bullrich por Juntos por el Cambio",0.23,0.219
"P11","Sergio Massa  por el Frente de Todos",0.273,0.216
"P11","Facundo Manes por Juntos por el Cambio",0.047,0.053
"P11","Gerardo Morales por Juntos por el Cambio",0.021,0.025
"P11","Al candidato del Frente de Izquierda",0.04,0.041
"P11","En blanco",0.017,0.023
"P11","No sabe",0.048,0.056
"P12","Agustín Rossi  por el Frente de Todos",0.236,0.177
"P12","Patricia Bullrich por Juntos por el Cambio",0.231,0.231
"P12","Horacio Rodríguez Larreta por Juntos por el Cambio",0.101,0.101
"P12","Facundo Manes por Juntos por el Cambio",0.033,0.035
"P12","Gerardo Morales",0.023,0.037
"P12","Javier Milei por la Libertad Avanza",0.249,0.274
"P12","Al candidato del Frente de Izquierda",0.029,0.029
"P12","En blanco",0.026,0.031
"P12","No sabe",0.072,0.085
"P16","Daniel Scioli  por el Frente de Todos",0.24,0.196
"P16","Patricia Bullrich por Juntos por el Cambio",0.235,0.226
"P16","Horacio Rodríguez Larreta por Juntos por el Cambio",0.101,0.105
"P16","Facundo Manes por Juntos por el Cambio",0.058,0.055
"P16","Gerardo Morales",0.03,0.046
"P16","Javier Milei por la Libertad Avanza",0.222,0.237
"P16","Al candidato del Frente de Izquierda",0.029,0.032
