"var","categoria","Si","No"
"P05","Mucho",0.473,0.517
"P05","Bastante",0.211,0.297
"P05","Poco",0.236,0.135
"P05","Nada",0.077,0.04
"P05","No sabe",0.003,0.011
"P06","Siempre",0.115,0.186
"P06","Casi siempre",0.296,0.334
"P06","Casi nunca",0.465,0.296
"P06","Nunca, pero esta es una excepción",0.124,0.184
"P10","Unión por la Patria",0.273,0.415
"P10","Juntos por el Cambio",0.334,0.264
"P10","De los Liberales libertarios",0.198,0.169
"P10","De la Izquierda",0.067,0.045
"P10","Hacemos por nuestro país",0.013,0.034
"P10","En blanco",0.046,0.01
"P10","No sabe",0.069,0.063
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria.",0.211,0.397
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.285,0.245
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.274,0.272
"P13","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.058,0.032
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.014,0.016
"P13","En blanco",0.033,0.007
"P13","No sabe",0.125,0.031
"P16","Si",1,0.238
"P16","No",0,0.762
"P17","Sergio Massa a presidente por Unión por la Patria.",0.309,0.316
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.26,0.353
"P17","Javier Milei a presidente por la Libertad Avanza",0.306,0.215
"P17","Los candidatos a presidente de la Izquierda",0.031,0.053
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.077,0.002
"P17","En blanco",0.011,0.006
"P17","No sabe",0.006,0.055
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.34,0.276
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.32,0.274
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.23,0.27
"P20","El candidato a gobernador de la Izquierda",0.037,0.054
"P20","En blanco",0.017,0.029
"P20","No sabe",0.056,0.097
"P23","Fernando Moreira a intendente por Unión por la Patria.",0.294,0.312
"P23","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.421,0.393
"P23","Hernán Sardella a intendente por la Libertad Avanza",0.14,0.08
"P23","El candidato del Frente de Izquierda",0.038,0.096
"P23","En blanco",0.017,0.017
"P23","No sabe",0.09,0.102
"P26","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.49,0.369
"P26","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.148,0.231
"P26","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.209,0.251
"P26","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.061,0.071
"P26","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.041,0.02
"P26","No sabe",0.051,0.058
"P27","Totalmente seguro.",0.673,0.742
"P27","Bastante seguro",0.204,0.13
"P27","Algo seguro",0.115,0.081
"P27","Para nada seguro",0.008,0.047
"P28","Tiene Decidido que va a ir a votar.",0.952,0.903
"P28","Tiene dudas sobre si va a ir a  votar",0.041,0.067
"P28","Tiene Decidido que no va a ir a votar",0.007,0.03
"P29","No estaba enterado del tema",0.304,0.15
"P29","Un tema de la vida privada de él",0.093,0.117
