codigo	bloque	paleta	texto	label	aclaracion
P06	Control	muchopoco	¿Cuánto diría usted que le importa la política?	Opinión sobre la importancia de la Política	
P07	Control	frecuecnia	¿Cuán frecuente es que usted responda encuestas?	Frecuencia de respuesta de encuestas	
P09	Control	ingresos	Respecto de su nivel de ingreso familiar, ¿podría por favor indicar la opción que corresponda?	Ingresos familiares	
P10	Control	irAVotar	¿Podría decirnos entonces si usted qué tan decidido está en in a votar?	Nivel de decisión sobre ir o no a votar	
P13			¿En las elecciones presidenciales de este año, al candidato de qué espacio político votaría?		
P14			Pensando en las próximas elecciones de primera vuelta a cuál de los siguientes candidatos preferiría votar para presidente y vicepresidente de la nación		
P17			Podría usted decirnos cuán seguro está de sus preferencias de voto a presidente y vicepresidente en las próximas elecciones de primera vuelta.		
P22			Y si tuviese que elegir a otros candidatos a Presidente y vice presidente  que no fuesen ninguno los dos que usted indicó en la pregunta anterior a ¿cuál preferiría entonces?		
P25			Y si tuviese que elegir a otros candidatos a presidente y vice presidente que no fuesen ninguno los dos que usted indicó en la pregunta anterior a ¿cuál preferiría entonces?		
P28			Y si tuviese que elegir a otros candidatos a presidente y vice presidente que no fuesen ninguno los dos que usted indicó en la pregunta anterior a ¿cuál preferiría entonces?		
P31			Y si tuviese que elegir a otros candidatos a presidente y vice presidente que no fuesen ninguno los dos que usted indicó en la pregunta anterior a ¿cuál preferiría entonces?		
P36			En su opinión, ¿cómo se sale de la permanente crisis que vive argentina?		
P37			Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría		
P38			Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría		
P39			Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría		
P40			Si Sergio Massa fuese candidato a presidente y Agustín Rossi a vicepresidente ud...		
P41			Si Patricia Bullrich fuese candidato a Presidente y Luis Petri a Vicepresidente ud...		
P42			Si Javier Milei fuese candidato a Presidente y Victoria Villaruel a Vicepresidente ud...		
P43			Si Myriam Bregman fuese candidato a Presidente y Nicolás del Caño a Vicepresidente ud...		
P44			Si Juan Schiaretti fuese candidato a Presidente y Florencio Randazzo a Vicepresidente ud...		
P53	Situación Económica y Política del País	qualitative_strong	¿Podría indicarnos usted quien piensa que son los dos candidatos que podrían pasar a segunda vuelta?		
P54	Situación Económica y Política del País	opinion	¿Cómo califica la situación económica actual en Argentina?	Opinión sobre la situación económica del país	
P55	Situación Económica y Política del País	opinion	¿Cómo califica la situación económica actual en Argentina comparada con la situación hace 4 años?	Comparación entre la situación económica del país de hace 4 años y la actual	
P56	Situación Económica y Política del País	opinion	¿Cómo considera que será la situación económica en Argentina los próximos 4 años?	Opinión sobre la situación económica del país dentro de 4 años	
P57	Situación Económica y Política del País	opinion	¿Cómo califica su situación económica personal en la actualidad?	Opinión sobre la situación económica personal	
P58	Situación Económica y Política del País	opinion	¿Cómo califica su situación económica personal comparada con la situación hace 4 años?	Comparación entre la situación económica personal de hace 4 años y la actual	
P59	Situación Económica y Política del País	opinion	¿Cómo considera que será su situación económica personal los próximos 4 años?	Opinión sobre la situación económica personal dentro de 4 años	
P60	Situación Económica y Política del País	ingresos	En los últimos 12 meses, ¿qué sucedió con su nivel de ingresos?	Modificación del nivel de ingresos personales en el último año	
P61	Situación Económica y Política del País	diverging	¿Cómo percibe la inflación en Argentina en este momento?	Opinión sobre la inflación en Argentina	
P62	Situación Económica y Política del País	diverging	En relación con el costo de vida, ¿considera que las tarifas de los servicios públicos (agua, gas, electricidad) son:	Opinión sobre las tarifas de servicios públicos en relación al costo de vida	
P63	Situación Económica y Política del País	diverging	En los últimos 6 meses, ¿ha tenido dificultades para pagar las tarifas de los servicios públicos?	Dificultades en el pago de tarifas en los últimos 6 meses	
P64	Situación Económica y Política del País	diverging	¿Considera que el gobierno debería intervenir para controlar y limitar los aumentos de las tarifas de los servicios públicos?	Opinión sobre la injerencia del Gobierno en las tarifas de servicios públicos	
P65	Situación Económica y Política del País	qualitative_strong	En su opinión, ¿cuál de las siguientes medidas es la mejor para mejorar la situación económica en Argentina? 	Opinión sobre medidas económicas 	
P66	Situación Económica y Política del País	qualitative_strong	En su opinión, ¿cuál de las siguientes medidas tendría para mejorar la eficiencia y equidad en la distribución de los servicios públicos en Argentina?	Opinión sobre medidas en materia de servicios públicos	
P67	Medidas económicas	diverging	En relación con las recientes medidas para monotributistas (suspensión de exclusiones y bajas, pago diferido del componente impositivo), considera que es una medida: 	Opinión sobre las medidas económicas para monotributistas	
P68	Medidas económicas	diverging	¿Cuál es su opinión sobre el impacto de las medidas para monotributistas (suspensión de exclusiones y bajas, pago diferido del componente impositivo) para la economía argentina?	Opinión sobre el impacto de las medidas para monotributistas en relación a la economía del país	
P69	Medidas económicas	diverging	¿Cuál es su opinión sobre el impacto de medidas para monotributistas (suspensión de exclusiones y bajas, pago diferido del componente impositivo) en su economía personal?	Opinión sobre el impacto de las medidas para monotributistas en relación a la economía personal	
P70	Medidas económicas	diverging	En relación con la medida de reintegro del 21% en las compras realizadas con tarjeta de débito, considera que es una medida: 	Opinión sobre el reintegro del IVA	
