"var","categoria","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","No sabe"
"P08","Siempre",0.201,0.193,0.249,0.196
"P08","Casi siempre",0.324,0.343,0.377,0.376
"P08","Casi nunca",0.338,0.342,0.293,0.232
"P08","Nunca, pero esta es una excepción",0.137,0.122,0.081,0.196
"P09","Muy de acuerdo",0.601,0.303,0.087,0.151
"P09","De acuerdo",0.274,0.353,0.089,0.225
"P09","Ni de acuerdo ni en desacuerdo",0.101,0.3,0.291,0.404
"P09","En desacuerdo",0.013,0.028,0.215,0.165
"P09","Muy en desacuerdo",0.006,0.013,0.304,0.024
"P09","No sabe",0.005,0.003,0.014,0.031
"P10","De acuerdo",0.838,0.553,0.181,0.387
"P10","Ni de acuerdo ni en desacuerdo",0.109,0.271,0.212,0.278
"P10","En desacuerdo",0.03,0.098,0.504,0.081
"P10","No sabe",0.023,0.078,0.103,0.254
"P11","De acuerdo",0.849,0.694,0.287,0.562
"P11","Ni de acuerdo ni en desacuerdo",0.116,0.18,0.257,0.155
"P11","En desacuerdo",0.026,0.092,0.381,0.149
"P11","No sabe",0.009,0.034,0.075,0.134
"P12","De acuerdo",0.946,0.816,0.344,0.681
"P12","Ni de acuerdo ni en desacuerdo",0.039,0.115,0.236,0.105
"P12","En desacuerdo",0.01,0.038,0.326,0.134
"P12","No sabe",0.005,0.031,0.094,0.08
"P13","De acuerdo",0.852,0.568,0.201,0.331
"P13","Ni de acuerdo ni en desacuerdo",0.124,0.372,0.256,0.286
"P13","En desacuerdo",0.017,0.023,0.467,0.114
"P13","No sabe",0.007,0.037,0.076,0.269
"P14","De acuerdo",0.824,0.581,0.238,0.383
"P14","Ni de acuerdo ni en desacuerdo",0.143,0.344,0.222,0.203
"P14","En desacuerdo",0.022,0.062,0.491,0.092
"P14","No sabe",0.011,0.013,0.049,0.322
"P15","De acuerdo",0.739,0.583,0.301,0.419
"P15","Ni de acuerdo ni en desacuerdo",0.2,0.315,0.178,0.279
"P15","En desacuerdo",0.046,0.062,0.466,0.057
"P15","No sabe",0.015,0.04,0.055,0.245
"P16","De acuerdo",0.892,0.786,0.313,0.627
"P16","Ni de acuerdo ni en desacuerdo",0.066,0.145,0.194,0.089
"P16","En desacuerdo",0.028,0.036,0.413,0.06
"P16","No sabe",0.014,0.033,0.08,0.224
"P17","De acuerdo",0.87,0.342,0.056,0.215
"P17","Ni de acuerdo ni en desacuerdo",0.086,0.52,0.051,0.194
"P17","En desacuerdo",0.039,0.132,0.869,0.229
"P17","No sabe",0.005,0.006,0.024,0.362
"P19","De acuerdo",0.954,0.548,0.099,0.345
"P19","Ni de acuerdo ni en desacuerdo",0.031,0.315,0.072,0.208
"P19","En desacuerdo",0.009,0.124,0.823,0.113
"P19","No sabe",0.006,0.013,0.006,0.334
"P20","De acuerdo",0.916,0.463,0.082,0.243
"P20","Ni de acuerdo ni en desacuerdo",0.052,0.427,0.136,0.212
"P20","En desacuerdo",0.022,0.075,0.754,0.138
"P20","No sabe",0.01,0.035,0.028,0.407
"P21","De acuerdo",0.898,0.536,0.139,0.343
"P21","Ni de acuerdo ni en desacuerdo",0.076,0.306,0.093,0.11
"P21","En desacuerdo",0.016,0.132,0.755,0.255
"P21","No sabe",0.01,0.026,0.013,0.292
"P22","Si",0.478,0.289,0.583,0.349
"P22","No",0.358,0.36,0.163,0.152
"P22","No sabe",0.164,0.351,0.254,0.499
"P23","Si",0.719,0.361,0.146,0.232
"P23","No",0.204,0.504,0.723,0.59
"P23","No sabe",0.077,0.135,0.131,0.178
"P24","Si",0.624,0.317,0.079,0.202
"P24","No",0.283,0.488,0.784,0.592
"P24","No sabe",0.093,0.195,0.137,0.206
"P25","Si",0.665,0.368,0.133,0.22
"P25","No",0.265,0.46,0.765,0.559
"P25","No sabe",0.07,0.172,0.102,0.221
"P26","A favor",0.919,0.683,0.186,0.393
"P26","En contra",0.032,0.11,0.658,0.288
"P26","No sabe",0.049,0.207,0.156,0.319
