"var","categoria","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","No sabe"
"P08","Siempre",0.19,0.23,0.262,0.24
"P08","Casi siempre",0.356,0.309,0.346,0.355
"P08","Casi nunca",0.32,0.326,0.285,0.28
"P08","Nunca, pero esta es una excepción",0.134,0.135,0.107,0.125
"P09","Muy de acuerdo",0.476,0.204,0.087,0.112
"P09","De acuerdo",0.279,0.236,0.082,0.133
"P09","Ni de acuerdo ni en desacuerdo",0.177,0.299,0.351,0.262
"P09","En desacuerdo",0.04,0.119,0.165,0.289
"P09","Muy en desacuerdo",0.022,0.133,0.302,0.157
"P09","No sabe",0.006,0.009,0.013,0.047
"P10","De acuerdo",0.76,0.294,0.095,0.102
"P10","Ni de acuerdo ni en desacuerdo",0.136,0.356,0.204,0.153
"P10","En desacuerdo",0.07,0.237,0.595,0.304
"P10","No sabe",0.034,0.113,0.106,0.441
"P12","De acuerdo",0.934,0.499,0.205,0.269
"P12","Ni de acuerdo ni en desacuerdo",0.042,0.318,0.216,0.134
"P12","En desacuerdo",0.018,0.134,0.494,0.207
"P12","No sabe",0.006,0.049,0.085,0.39
"P13","De acuerdo",0.748,0.316,0.154,0.144
"P13","Ni de acuerdo ni en desacuerdo",0.19,0.4,0.202,0.189
"P13","En desacuerdo",0.043,0.229,0.518,0.281
"P13","No sabe",0.019,0.055,0.126,0.386
"P14","De acuerdo",0.752,0.356,0.164,0.149
"P14","Ni de acuerdo ni en desacuerdo",0.174,0.387,0.201,0.196
"P14","En desacuerdo",0.052,0.223,0.549,0.355
"P14","No sabe",0.022,0.034,0.086,0.3
"P15","De acuerdo",0.705,0.359,0.247,0.177
"P15","Ni de acuerdo ni en desacuerdo",0.208,0.353,0.176,0.16
"P15","En desacuerdo",0.062,0.242,0.497,0.347
"P15","No sabe",0.025,0.046,0.08,0.316
"P16","De acuerdo",0.871,0.466,0.247,0.26
"P16","Ni de acuerdo ni en desacuerdo",0.076,0.265,0.165,0.111
"P16","En desacuerdo",0.035,0.218,0.472,0.304
"P16","No sabe",0.018,0.051,0.116,0.325
"P17","De acuerdo",0.619,0.289,0.144,0.177
"P17","Ni de acuerdo ni en desacuerdo",0.193,0.224,0.102,0.12
"P17","En desacuerdo",0.162,0.467,0.701,0.578
"P17","No sabe",0.026,0.02,0.053,0.125
"P18","De acuerdo",0.57,0.281,0.072,0.089
"P18","Ni de acuerdo ni en desacuerdo",0.243,0.228,0.133,0.183
"P18","En desacuerdo",0.135,0.439,0.738,0.538
"P18","No sabe",0.052,0.052,0.057,0.19
"P19","De acuerdo",0.764,0.396,0.113,0.164
"P19","Ni de acuerdo ni en desacuerdo",0.107,0.154,0.116,0.1
"P19","En desacuerdo",0.112,0.415,0.737,0.628
"P19","No sabe",0.017,0.035,0.034,0.108
"P20","De acuerdo",0.712,0.34,0.119,0.075
"P20","Ni de acuerdo ni en desacuerdo",0.158,0.229,0.142,0.184
"P20","En desacuerdo",0.099,0.377,0.683,0.606
"P20","No sabe",0.031,0.054,0.056,0.135
"P21","De acuerdo",0.738,0.385,0.131,0.188
"P21","Ni de acuerdo ni en desacuerdo",0.13,0.192,0.102,0.059
"P21","En desacuerdo",0.114,0.397,0.711,0.611
"P21","No sabe",0.018,0.026,0.056,0.142
"P22","Si",0.451,0.462,0.508,0.417
"P22","No",0.338,0.238,0.149,0.26
"P22","No sabe",0.211,0.3,0.343,0.323
"P23","Si",0.572,0.252,0.196,0.174
"P23","No",0.334,0.6,0.678,0.656
"P23","No sabe",0.094,0.148,0.126,0.17
"P24","Si",0.502,0.198,0.102,0.061
"P24","No",0.385,0.595,0.753,0.806
"P24","No sabe",0.113,0.207,0.145,0.133
"P25","Si",0.55,0.263,0.101,0.15
"P25","No",0.36,0.599,0.751,0.684
"P25","No sabe",0.09,0.138,0.148,0.166
"P26","A favor",0.794,0.45,0.2,0.157
"P26","En contra",0.107,0.382,0.598,0.639
"P26","No sabe",0.099,0.168,0.202,0.204
