"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P09","Siempre",0.315,0.208,0.27,0.053
"P09","Casi siempre",0.325,0.337,0.359,0.293
"P09","Casi nunca",0.266,0.243,0.267,0.439
"P09","Nunca, pero esta es una excepción",0.094,0.212,0.104,0.215
"P10","Camau Espinola por Unión por la patria",0.147,0.113,0.088,0.008
"P10","German Brailard por Unión por la patria",0.073,0.036,0.03,0
"P10","Juan Pablo Valdes por Juntos por el cambio",0.171,0.184,0.274,0.079
"P10","Eduardo Tassano por Juntos por el cambio",0.064,0.086,0.066,0.019
"P10","Pitin Aragon por Unión por la patria",0.112,0.067,0.046,0
"P10","Tincho Ascua por Unión por la patria",0.088,0.052,0.035,0.112
"P10","Emiliano Fernandez por Unión por la patria",0.052,0.052,0.029,0
"P10","Ricardo Colombi por Juntos por el cambio",0.15,0.224,0.17,0.041
"P10","Noelia Bassi por Juntos por el cambio",0.011,0.04,0.06,0
"P10","No sabe",0.132,0.146,0.202,0.741
"P14","Lo votaría",0.305,0.183,0.082,0.027
"P14","Puede que lo vote",0.323,0.176,0.104,0.34
"P14","Nunca lo votaría",0.242,0.412,0.699,0.212
"P14","No sabe",0.13,0.229,0.115,0.421
"P15","Lo votaría",0.133,0.135,0.055,0.112
"P15","Puede que lo vote",0.386,0.228,0.159,0.144
"P15","Nunca lo votaría",0.303,0.429,0.638,0.074
"P15","No sabe",0.178,0.208,0.148,0.67
"P16","Lo votaría",0.247,0.246,0.271,0.079
"P16","Puede que lo vote",0.221,0.184,0.237,0.294
"P16","Nunca lo votaría",0.355,0.401,0.343,0.222
"P16","No sabe",0.177,0.169,0.149,0.405
"P17","Lo votaría",0.134,0.132,0.131,0.079
"P17","Puede que lo vote",0.229,0.269,0.239,0.513
"P17","Nunca lo votaría",0.431,0.411,0.491,0.203
"P17","No sabe",0.206,0.188,0.139,0.205
"P18","Lo votaría",0.108,0.06,0.025,0
"P18","Puede que lo vote",0.293,0.266,0.123,0.279
"P18","Nunca lo votaría",0.343,0.451,0.695,0.16
"P18","No sabe",0.256,0.223,0.157,0.561
"P19","Lo votaría",0.139,0.06,0.039,0
"P19","Puede que lo vote",0.312,0.26,0.092,0.292
"P19","Nunca lo votaría",0.328,0.454,0.717,0.16
"P19","No sabe",0.221,0.226,0.152,0.548
"P20","Lo votaría",0.109,0.109,0.034,0
"P20","Puede que lo vote",0.216,0.204,0.071,0.126
"P20","Nunca lo votaría",0.376,0.417,0.707,0.272
"P20","No sabe",0.299,0.27,0.188,0.602
"P21","Lo votaría",0.296,0.271,0.208,0
"P21","Puede que lo vote",0.217,0.205,0.166,0.328
"P21","Nunca lo votaría",0.322,0.343,0.507,0.289
"P21","No sabe",0.165,0.181,0.119,0.383
"P22","Lo votaría",0.153,0.093,0.123,0.029
"P22","Puede que lo vote",0.239,0.226,0.164,0.297
"P22","Nunca lo votaría",0.325,0.453,0.521,0.142
"P22","No sabe",0.283,0.228,0.192,0.532
"P23","Positiva",0.343,0.346,0.348,0.278
"P23","Neutra",0.361,0.475,0.318,0.558
"P23","Negativa",0.296,0.153,0.326,0.164
"P23","No sabe",0,0.026,0.008,0
"P24","Positiva",0.326,0.327,0.33,0.336
"P24","Neutra",0.394,0.457,0.38,0.377
"P24","Negativa",0.265,0.21,0.284,0.246
"P24","No sabe",0.015,0.006,0.006,0.041
"P25","El gobierno nacional",0.358,0.252,0.233,0
"P25","El gobierno provincial",0.378,0.38,0.44,0.228
"P25","No sabe",0.264,0.368,0.327,0.772
"P26","El gobierno nacional",0.182,0.126,0.121,0
"P26","El gobierno provincial",0.47,0.412,0.458,0.251
"P26","No sabe",0.348,0.462,0.421,0.749
"P27","Positiva",0.559,0.541,0.584,0.423
"P27","Neutra",0.254,0.359,0.28,0.256
"P27","Negativa",0.173,0.1,0.133,0.18
"P27","No sabe",0.014,0,0.003,0.141
"P28","Positiva",0.408,0.207,0.112,0.008
"P28","Neutra",0.413,0.658,0.382,0.256
"P28","Negativa",0.147,0.103,0.462,0.133
"P28","No sabe",0.032,0.032,0.044,0.603
"P29","Positiva",0.321,0.287,0.11,0.153
"P29","Neutra",0.464,0.595,0.417,0.144
"P29","Negativa",0.153,0.074,0.385,0.121
"P29","No sabe",0.062,0.044,0.088,0.582
"P30","Positiva",0.271,0.151,0.055,0.112
"P30","Neutra",0.467,0.731,0.39,0.144
"P30","Negativa",0.188,0.064,0.428,0.092
"P30","No sabe",0.074,0.054,0.127,0.652
"P31","Positiva",0.312,0.15,0.074,0.112
"P31","Neutra",0.452,0.688,0.4,0.168
"P31","Negativa",0.141,0.05,0.395,0
"P31","No sabe",0.095,0.112,0.131,0.72
"P32","Positiva",0.266,0.102,0.08,0
"P32","Neutra",0.475,0.718,0.409,0.136
"P32","Negativa",0.135,0.061,0.358,0.041
"P32","No sabe",0.124,0.119,0.153,0.823
