"var","categoria","Si","No"
"P04","Tengo trabajo estable",0.462,0.405
"P04","Realizo changas o trabajos de vez en cuando",0.181,0.172
"P04","No tengo trabajo",0.178,0.197
"P04","Soy jubilado o pensionado",0.179,0.226
"P05","1",0.315,0.308
"P05","2",0.075,0.06
"P05","3",0.068,0.073
"P05","4",0.085,0.094
"P05","5",0.161,0.183
"P05","6",0.041,0.048
"P05","7",0.068,0.063
"P05","8",0.046,0.037
"P05","9",0.141,0.134
"P06","1",0.26,0.245
"P06","2",0.047,0.044
"P06","3",0.04,0.051
"P06","4",0.049,0.048
"P06","5",0.181,0.207
"P06","6",0.046,0.039
"P06","7",0.072,0.067
"P06","8",0.067,0.056
"P06","9",0.238,0.243
"P07","1",0.353,0.316
"P07","2",0.034,0.041
"P07","3",0.027,0.033
"P07","4",0.02,0.026
"P07","5",0.117,0.122
"P07","6",0.023,0.024
"P07","7",0.044,0.04
"P07","8",0.043,0.043
"P07","9",0.339,0.355
"P09","Del Frente de Todos y el peronismo",0.336,0.289
"P09","De Cambiemos",0.334,0.316
"P09","De los Liberales libertarios",0.185,0.207
"P09","De la Izquierda",0.036,0.028
"P09","No sabe",0.109,0.16
"P10","A Alberto Fernández",0.205,0.199
"P10","A Sergio Massa",0.18,0.186
"P10","A algún candidato del peronismo",0.171,0.196
"P10","A algún candidato del kirchnerismo",0.444,0.419
"P11","A Alberto Fernández",0.114,0.098
"P11","A Sergio Massa",0.123,0.124
"P11","A algún candidato del peronismo",0.125,0.192
"P11","A Cristina Fernández de Kirchner",0.638,0.586
"P12","A Horacio Rodriguez Larreta",0.213,0.212
"P12","A Mauricio Macri",0.359,0.353
"P12","A Patricia Bullrich",0.308,0.332
"P12","A Facundo Manes",0.075,0.07
"P12","A Gerardo Morales",0.045,0.033
"P13","Seguro lo votaria",0.186,0.197
"P13","Quizás lo votaría",0.329,0.309
"P13","Nunca lo votaría",0.485,0.494
"P14","Lo votaría",0.247,0.236
"P14","Puede que lo vote",0.199,0.202
"P14","Nunca lo votaría",0.495,0.464
"P14","No sabe",0.059,0.098
"P15","Lo votaría",0.134,0.12
"P15","Puede que lo vote",0.211,0.182
"P15","Nunca lo votaría",0.596,0.612
"P15","No sabe",0.059,0.086
"P16","Lo votaría",0.132,0.096
"P16","Puede que lo vote",0.163,0.164
"P16","Nunca lo votaría",0.66,0.682
"P16","No sabe",0.045,0.058
"P17","La votaría",0.306,0.235
"P17","Puede que la vote",0.064,0.076
"P17","Nunca la votaría",0.613,0.659
"P17","No sabe",0.017,0.03
"P18","Lo votaría",0.159,0.165
"P18","Puede que lo vote",0.243,0.252
"P18","Nunca lo votaría",0.548,0.504
"P18","No sabe",0.05,0.079
"P19","Lo votaría",0.071,0.078
"P19","Puede que lo vote",0.217,0.241
"P19","Nunca lo votaría",0.594,0.551
"P19","No sabe",0.118,0.13
"P20","La votaría",0.267,0.287
"P20","Puede que la vote",0.188,0.213
"P20","Nunca la votaría",0.492,0.437
"P20","No sabe",0.053,0.063
"P21","Lo votaría",0.213,0.217
"P21","Puede que lo vote",0.191,0.205
"P21","Nunca lo votaría",0.55,0.524
"P21","No sabe",0.046,0.054
"P22","La votaría",0.135,0.139
"P22","Puede que la vote",0.226,0.239
"P22","Nunca la votaría",0.566,0.525
"P22","No sabe",0.073,0.097
"P23","Lo votaría",0.085,0.093
"P23","Puede que lo vote",0.203,0.185
"P23","Nunca lo votaría",0.663,0.649
"P23","No sabe",0.049,0.073
"P24","Lo votaría",0.056,0.064
"P24","Puede que lo vote",0.172,0.177
"P24","Nunca lo votaría",0.662,0.639
"P24","No sabe",0.11,0.12
"P25","Mauricio Macri presidente – María Eugenia Vidal vice por Cambiemos",0.227,0.208
"P25","Horacio Rodríguez Larreta presidente - Gerardo Morales vice por Cambiemos",0.113,0.124
"P25","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.045,0.033
"P25","Cristina Fernández de Kirchner presidenta  - Sergio Massa vice por el Frente de Todos",0.309,0.262
"P25","Javier Milei presidente - José Luis Espert vice por los liberales",0.195,0.221
"P25","Nicolás del Caño – Myriam Bregman",0.026,0.02
"P25","Otros candidatos",0.085,0.132
"P29","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.338,0.282
"P29","Mauricio Macri – María Eugenia Vidal por Cambiemos",0.295,0.272
"P29","Javier Milei – José Luis Espert por los liberales",0.216,0.26
"P29","Nicolás del Caño – Myriam Bregman por la izquierda",0.034,0.025
"P29","Otro candidato",0.117,0.161
"P31","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Cambiemos",0.267,0.265
"P31","Alberto Fernández presidente – Daniel Scioli vice por el Frente de Todos",0.256,0.213
"P31","Javier Milei presidente – José Luis Espert por los liberales",0.246,0.259
"P31","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.045,0.036
"P31","Otro candidato",0.186,0.227
"P33","Sergio Massa presidente – Wado de Pedro vice por el Frente de Todos",0.262,0.21
"P33","Patricia Bullrich presidenta – María Eugenia Vidal vice por Cambiemos",0.323,0.341
"P33","Javier Milei presidente – José Luis Espert vice por los liberales",0.206,0.215
"P33","Nicolás del Caño presidente – Myriam Bregman vice por la izquierda",0.038,0.035
"P33","Otro candidato",0.171,0.199
"P35","Sergio Massa – Wado de Pedro por el Frente de Todos",0.269,0.222
"P35","Horacio Rodríguez Larreta - Gerardo Morales, por Cambiemos",0.264,0.25
"P35","Javier Milei – José Luis Espert por los liberales",0.241,0.259
"P35","Nicolás del Caño – Myriam Bregman por la izquierda",0.041,0.036
"P35","Otro candidato",0.185,0.233
"P37","Cristina Fernández de Kirchner – Sergio Massa por el Frente de Todos",0.331,0.272
"P37","Horacio Rodríguez Larreta- Gerardo Morales por Cambiemos",0.261,0.261
"P37","Javier Milei – José Luis Espert por los liberales",0.253,0.263
"P37","Nicolás del Caño – Myriam Bregman por la izquierda",0.026,0.022
"P37","Otro candidato",0.129,0.182
"P38","Sergio Massa – Wado de Pedro por el Frente de Todos",0.267,0.218
"P38","Mauricio Macri – María Eugenia Vidal por Cambiemos ",0.299,0.29
"P38","Javier Milei – José Luis Espert por los liberales",0.224,0.236
"P38","Nicolás del Caño – Myriam Bregman por la izquierda",0.037,0.038
