"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.588,0.471,0.365,0.282
"P05","Bastante",0.126,0.235,0.262,0.316
"P05","Poco",0.079,0.152,0.188,0.222
"P05","Nada",0.173,0.12,0.161,0.137
"P05","No sabe",0.034,0.022,0.024,0.043
"P06","Siempre",0.388,0.261,0.238,0.196
"P06","Casi siempre",0.279,0.303,0.344,0.362
"P06","Casi nunca",0.2,0.317,0.298,0.303
"P06","Nunca, pero esta es una excepción",0.133,0.119,0.12,0.139
"P09","De Unión por la Patria",0.706,0.458,0.145,0.192
"P09","De Juntos por el Cambio",0.117,0.233,0.428,0.358
"P09","De los liberales libertarios",0.043,0.098,0.183,0.149
"P09","De la Izquierda",0.019,0.039,0.024,0.029
"P09","Hacemos por Nuestro País",0.053,0.044,0.013,0.013
"P09","otro",0.013,0.045,0.049,0.067
"P09","En blanco",0.037,0.008,0.087,0.053
"P09","No sabe",0.012,0.075,0.071,0.139
"P10","Unidos para Cambiar Santa Fe",0.594,0.328,0.241,0.185
"P10","Juntos Avancemos",0.266,0.34,0.286,0.239
"P10","De los liberales libertarios",0.057,0.075,0.161,0.119
"P10","De la Izquierda",0.028,0.06,0.044,0.031
"P10","En blanco",0,0.027,0.105,0.071
"P10","No sabe",0.055,0.17,0.163,0.355
"P11","Carolina Losada a gobernadora y Federico Angelini a vicegobernador por Unidos para Cambiar Santa Fe",0.08,0.177,0.271,0.213
"P11","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.111,0.155,0.225,0.198
"P11","Mónica Fein a gobernadora y Eugenio Fernández a vicegobernador por Unidos para Cambiar Santa Fe",0.009,0.066,0.094,0.069
"P11","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.383,0.29,0.124,0.101
"P11","Marcos Cleri a gobernador y Alejandra del Huerto Obeid a vicegobernadora por Juntos Avancemos",0.147,0.132,0.052,0.08
"P11","Leandro Busatto a gobernador y Alejandra Gómez Sáenz a vicegobernadora por Juntos Avancemos",0.198,0.058,0.033,0.049
"P11","Eduardo Toniolli a gobernador y Leticia Quagliaro a vicegobernadora por Juntos Avancemos",0.055,0.039,0.022,0.022
"P11","Alguno de los candidatos a gobernador y vicegobernador de la Izquierda",0.01,0.053,0.02,0.015
"P11","En blanco",0,0,0.097,0.057
"P11","No sabe",0.007,0.03,0.062,0.196
"P15","Lo votaría",0.442,0.162,0.08,0.045
"P15","Puede que lo vote",0.217,0.327,0.127,0.121
"P15","Nunca lo votaría",0.128,0.277,0.593,0.199
"P15","No sabe",0.213,0.234,0.2,0.635
"P16","La votaría",0.251,0.158,0.234,0.155
"P16","Puede que la vote",0.119,0.215,0.133,0.177
"P16","Nunca la votaría",0.554,0.552,0.567,0.362
"P16","No sabe",0.076,0.075,0.066,0.306
"P17","Lo votaría",0.192,0.179,0.245,0.18
"P17","Puede que lo vote",0.06,0.224,0.147,0.202
"P17","Nunca lo votaría",0.7,0.526,0.563,0.307
"P17","No sabe",0.048,0.071,0.045,0.311
"P18","La votaría",0.343,0.2,0.063,0.027
"P18","Puede que la vote",0.076,0.317,0.072,0.106
"P18","Nunca la votaría",0.372,0.336,0.726,0.138
"P18","No sabe",0.209,0.147,0.139,0.729
"P19","La votaría",0.247,0.086,0.11,0.077
"P19","Puede que la vote",0.127,0.366,0.153,0.147
"P19","Nunca la votaría",0.53,0.445,0.648,0.274
"P19","No sabe",0.096,0.103,0.089,0.502
"P20","Lo votaría",0.671,0.249,0.13,0.132
"P20","Puede que lo vote",0.127,0.406,0.086,0.131
"P20","Nunca lo votaría",0.114,0.247,0.747,0.267
"P20","No sabe",0.088,0.098,0.037,0.47
"P21","Lo votaría",0.636,0.196,0.046,0.074
"P21","Puede que lo vote",0.196,0.469,0.065,0.099
"P21","Nunca lo votaría",0.113,0.276,0.858,0.249
"P21","No sabe",0.055,0.059,0.031,0.578
"P23","Lo votaría",0.594,0.11,0.016,0.04
"P23","Puede que lo vote",0.201,0.515,0.055,0.05
"P23","Nunca lo votaría",0.142,0.282,0.871,0.181
"P23","No sabe",0.063,0.093,0.058,0.729
"P24","Lo votaría",0.466,0.105,0.028,0.034
"P24","Puede que lo vote",0.223,0.385,0.059,0.079
"P24","Nunca lo votaría",0.159,0.363,0.846,0.237
"P24","No sabe",0.152,0.147,0.067,0.65
"P25","Lo votaría",0.188,0.05,0.086,0.088
"P25","Puede que lo vote",0.147,0.375,0.149,0.109
"P25","Nunca lo votaría",0.539,0.49,0.683,0.186
"P25","No sabe",0.126,0.085,0.082,0.617
"P26","Lo votaría",0.14,0.048,0.025,0.011
"P26","Puede que la vote",0.145,0.24,0.081,0.034
"P26","Nunca la votaría",0.447,0.471,0.736,0.121
"P26","No sabe",0.268,0.241,0.158,0.834
"P27","La votaría",0.088,0.023,0.063,0.031
"P27","Puede que la vote",0.114,0.281,0.097,0.088
"P27","Nunca la votaría",0.541,0.457,0.682,0.177
"P27","No sabe",0.257,0.239,0.158,0.704
"P28","Lo votaría",0.125,0.015,0.025,0.016
"P28","Puede que la vote",0.151,0.289,0.045,0.045
"P28","Nunca la votaría",0.475,0.409,0.746,0.158
"P28","No sabe",0.249,0.287,0.184,0.781
"P29","La votaría",0.311,0.158,0.026,0.058
"P29","Puede que la vote",0.185,0.338,0.077,0.054
"P29","Nunca la votaría",0.285,0.312,0.754,0.161
"P29","No sabe",0.219,0.192,0.143,0.727
"P30","Lo votaría",0.175,0.037,0.034,0.02
"P30","Puede que la vote",0.094,0.306,0.05,0.035
"P30","Nunca la votaría",0.384,0.375,0.737,0.16
"P30","No sabe",0.347,0.282,0.179,0.785
"P31","La votaría",0.25,0.119,0.031,0.044
"P31","Puede que la vote",0.278,0.377,0.072,0.107
"P31","Nunca la votaría",0.304,0.345,0.786,0.261
"P31","No sabe",0.168,0.159,0.111,0.588
"P32","La votaría",0.257,0.055,0.025,0.018
"P32","Puede que la vote",0.14,0.336,0.028,0.031
"P32","Nunca la votaría",0.319,0.401,0.787,0.184
"P32","No sabe",0.284,0.208,0.16,0.767
"P33","Lo votaría",0.063,0.045,0.026,0.011
"P33","Puede que la vote",0.178,0.324,0.053,0.055
"P33","Nunca la votaría",0.436,0.33,0.732,0.183
"P33","No sabe",0.323,0.301,0.189,0.751
"P34","La votaría",0.117,0.047,0.015,0.005
"P34","Puede que la vote",0.159,0.276,0.041,0.043
"P34","Nunca la votaría",0.383,0.414,0.739,0.141
