"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P09","Porque me siento desanimado con la realidad del país",0.214,0.04,0.22,0.684
"P09","Porque estoy en desacuerdo con el gobierno, pero la oposición no me representa",0.397,0.067,0.313,0
"P09","Nunca voy a votar",0,0,0.015,0
"P09","Por miedo a la pandemia",0.362,0.359,0.181,0.316
"P09","Porque las PASO no son elecciones importantes",0.027,0.534,0.271,0
"P14","A Tolosa Paz por el Frente de Todos",0.836,0.592,0.073,0.152
"P14","A Santilli y Manes por Juntos",0.078,0.263,0.738,0.418
"P14","A del Caño por el Frente de Izquierda",0.035,0.029,0.036,0
"P14","A Espert por Avanza libertad",0,0.027,0.104,0
"P14","A Randazzo por ""Vamos con vos""",0.029,0.016,0.015,0
"P14","A Hotton por “+Valores”",0,0,0.001,0
"P14","Votaría en blanco o anularía",0.022,0.073,0.033,0.43
"P16","A Juan Aníbal Viaggo por Juntos",0.078,0.263,0.726,0.418
"P16","A Mateo Bartolini por el Frente de todos",0.836,0.574,0.082,0.152
"P16","A Catalina Riganti por Convocación Civica por San Isidro",0,0.009,0.013,0
"P16","A Francisco Sicardi de Estrada por Avanza libertad",0,0.027,0.099,0
"P16","A Florencia Sarmiento por el Frente de Izquierda",0.035,0.029,0.04,0
"P16","A Martín Eduardo Palma Bastidas por “Vamos con vos""",0.029,0.016,0.006,0
"P16","Votaría en blanco o anularía",0.022,0.082,0.034,0.43
"P18","Diego Santilli y Facundo Manes por “Juntos”",0.158,0.268,0.73,0.418
"P18","Victoria Tolosa Paz por el Frente de todos",0.768,0.542,0.085,0.152
"P18","Nicolás del Caño por el Frente de Izquierda",0.035,0.006,0.021,0
"P18","José Luis Espert por “Avanza Libertad”",0,0.048,0.097,0
"P18","Florencio Randazzo por “Vamos con vos”",0.008,0.011,0.018,0
"P18","Cynthia Hotton por “+Valores”",0,0,0.003,0
"P18","Ninguna en particular",0.031,0.125,0.03,0.172
"P18","No sabe",0,0,0.016,0.258
"P19","Diego Santilli y Facundo Manes por “Juntos”",0.703,0.51,0.104,0.069
"P19","Victoria Tolosa Paz por el Frente de todos",0.073,0.294,0.79,0.218
"P19","Nicolás del Caño por el Frente de Izquierda",0.052,0.026,0.016,0.158
"P19","José Luis Espert por “Avanza Libertad”",0.045,0.054,0.013,0
"P19","Florencio Randazzo por “Vamos con vos”",0.016,0.027,0.008,0
"P19","Cynthia Hotton por “+Valores”",0,0,0.013,0.044
"P19","Ninguna en particular",0.1,0.072,0.046,0.236
"P19","No sabe",0.011,0.017,0.01,0.275
"P20","No alcanzan para cubrir las necesidades básicas familiares",0.182,0.246,0.239,0.052
"P20","Solo alcanzan para cubrir las necesidades básicas familiares",0.362,0.286,0.266,0.158
"P20","No alcanzan para cubrir los gastos totales de la familia",0.105,0.036,0.153,0.065
"P20","Alcanzan para cubrir los gastos totales de la familia",0.175,0.187,0.181,0.168
"P20","Tenemos un pequeño excedente, pero es excepcional",0.077,0.057,0.065,0.081
"P20","Tenemos un pequeño excedente habitual que ahorramos o invertimos",0.058,0.087,0.058,0.081
"P20","Tenemos un gran excedente pero es excepcional",0.007,0.005,0.002,0
"P20","Tenemos un gran excedente habitual que ahorramos o invertimos",0.022,0.006,0.007,0.223
"P20","No sabe",0.012,0.09,0.029,0.172
"P21","Positiva",0.771,0.559,0.064,0.044
"P21","Neutra",0.152,0.204,0.054,0.223
"P21","Negativa",0.077,0.232,0.866,0.259
"P21","No sabe",0,0.005,0.016,0.474
"P22","Positiva",0.877,0.602,0.054,0.044
"P22","Neutra",0.037,0.162,0.022,0
"P22","Negativa",0.086,0.228,0.913,0.239
"P22","No sabe",0,0.008,0.011,0.717
"P24","Positiva",0.133,0.115,0.498,0.247
"P24","Neutra",0.027,0.108,0.213,0.103
"P24","Negativa",0.816,0.755,0.277,0.172
"P24","No sabe",0.024,0.022,0.012,0.478
"P25","Positiva",0.154,0.33,0.626,0.216
"P25","Neutra",0.147,0.188,0.213,0.254
"P25","Negativa",0.695,0.477,0.16,0.1
"P25","No sabe",0.004,0.005,0.001,0.43
