codigo	bloque	paleta	texto	label	aclaracion
P04	Control		Respecto de su nivel de ingreso familiar, ¿podría por favor indicar la opción que corresponda?	Ingresos Familiares	
P05	Percepciones	opinion	¿Cómo califica la situación económica actual en Argentina?	Opinión sobre la situación económica del país	
P06	Percepciones	opinion	¿Cómo califica la situación económica actual en Argentina comparada con la situación hace 4 años?	Comparación entre la situación económica del país de hace 4 años y la actual	
P07	Percepciones	opinion	¿Cómo considera que será la situación económica en Argentina los próximos 4 años?	Opinión sobre la situación económica del país dentro de 4 años	
P08	Percepciones	opinion	¿Cómo califica su situación económica personal en la actualidad?	Opinión sobre la situación económica personal	
P09	Percepciones	opinion	¿Cómo califica su situación económica personal comparada con la situación hace 4 años?	Comparación entre la situación económica personal de hace 4 años y la actual	
P10	Percepciones	opinion	¿Cómo considera que será su situación económica personal los próximos 4 años?	Opinión sobre la situación económica personal dentro de 4 años	
P11	Percepciones	diverging	En los últimos 12 meses, su nivel de ingresos	Modificación del nivel de ingresos en el último año	
P12	Percepciones	diverging	¿Cómo percibe la inflación en Argentina en este momento?	Opinión sobre la inflación en Argentina	
P13	Percepciones	diverging	En relación con el costo de vida, ¿considera que las tarifas de los servicios públicos (agua, gas, electricidad) son:	Opinión sobre las tarifas de servicios públicos en relación al costo de vida	
P14	Percepciones	diverging	En los últimos 6 meses, ¿ha tenido dificultades para pagar las tarifas de los servicios públicos?	Dificultades en el pago de tarifas en los últimos 6 meses	
P15	Percepciones	diverging	¿Considera que el gobierno debería intervenir para controlar y limitar los aumentos de las tarifas de los servicios públicos?	Opinión sobre la injerencia del Gobierno en las tarifas de servicios públicos	
P16	Percepciones	qualitative_strong	En su opinión, ¿cuál de las siguientes medidas es la mejor para mejorar la situación económica en Argentina? 	Opinión sobre medidas económicas para mejorar la situación económica del país	
P17	Percepciones	qualitative_strong	En su opinión, ¿cuál de las siguientes medidas tendría para mejorar la eficiencia y equidad en la distribución de los servicios públicos en Argentina?	Opinión sobre medidas en materia de servicios públicos	
P18	Medidas económicas	diverging	En relación con las recientes medidas para monotributistas (suspensión de exclusiones y bajas, pago diferido del componente impositivo), considera que es una medida: 	Opinión sobre las medidas económicas para monotributistas	
P19	Medidas económicas	diverging	¿Cuál es su opinión sobre el impacto de las medidas para monotributistas (suspensión de exclusiones y bajas, pago diferido del componente impositivo) para la economía argentina?	Opinión sobre el impacto de las medidas para monotributistas en relación a la economía del país	
P20	Medidas económicas	diverging	¿Cuál es su opinión sobre el impacto de medidas para monotributistas (suspensión de exclusiones y bajas, pago diferido del componente impositivo) en su economía personal?	Opinión sobre el impacto de las medidas para monotributistas en relación a la economía personal	
P21	Medidas económicas	diverging	En relación con la medida de reintegro del 21% en las compras realizadas con tarjeta de débito, considera que es una medida: 	Opinión sobre el reintegro del IVA	
P22	Medidas económicas	diverging	¿Cuál es su opinión sobre el impacto de la medida de reintegro del 21% en las compras realizadas con tarjeta de débito para la economía argentina?	Opinión sobre el impacto del reintegro del IVA en relación a la economía del país	
P23	Medidas económicas	diverging	¿Cuál es su opinión sobre el impacto de la medida de reintegro del 21% en las compras realizadas con tarjeta de débito en su economía personal?	Opinión sobre el impacto del reintegro del IVA en relación a la economía personal	
P24	Medidas económicas	diverging	En relación con la medida de asignación no remunerativa para trabajadores registrados, considera que es una medida: 	Opinión sobre la asignación no remunerativa para trabajadores registrados	
P25	Medidas económicas	diverging	¿Cuál es su opinión sobre el impacto de la medida de asignación no remunerativa para trabajadores registrados para la economía argentina?	Opinión sobre el impacto de la asignación no remunerativa en relación a la economía del país	
P26	Medidas económicas	diverging	¿Cuál es su opinión sobre el impacto de la medida de asignación no remunerativa para trabajadores registrados en su economía personal?	Opinión sobre el impacto de la asignación no remunerativa en relación a la economía personal	
P27	Medidas económicas	diverging	En relación con la medida de eliminación del impuesto a las ganancias para trabajadores registrados, considera que es una medida: 	Opinión sobre la eliminación del impuesto a las ganancias para trabajadores registrados	
P28	Medidas económicas	diverging	¿Cuál es su opinión sobre el impacto de la medida de eliminación del impuesto a las ganancias para trabajadores registrados para la economía argentina?	Opinión sobre el impacto de la eliminación del impuesto a las ganancias en relación a la economía del país	
P29	Medidas económicas	diverging	¿Cuál es su opinión sobre el impacto de la medida de eliminación del impuesto a las ganancias para trabajadores registrados en su economía personal?	Opinión sobre el impacto dela eliminación del impuesto a las ganancias en relación a la economía personal	
