"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P12","Gran excedente habitual",0.033,0.004,0.003,0.003,0.003,0,0.029,0.051,0.037,0.022
"P12","Gran excedente excepcional",0,0,0,0,0.001,0.01,0,0.003,0,0
"P12","Pequeño excedente habitual",0.031,0.035,0.027,0.011,0.058,0.038,0.025,0.076,0.045,0.033
"P12","Pequeño excedente excepcional",0.059,0.05,0.131,0.242,0.073,0.02,0.066,0.035,0.072,0.065
"P12","Alcanza gastos familia",0.091,0.13,0.147,0.202,0.139,0.111,0.197,0.11,0.133,0.18
"P12","No alcanza gastos familia",0.101,0.14,0.092,0.025,0.071,0.118,0.084,0.1,0.099,0.081
"P12","Solo NBFamiliares",0.284,0.295,0.277,0.161,0.315,0.397,0.295,0.314,0.262,0.163
"P12","No alcanza NBFamiliares",0.386,0.335,0.313,0.318,0.334,0.281,0.298,0.311,0.345,0.456
"P12","No sabe",0.015,0.011,0.01,0.038,0.006,0.025,0.006,0,0.007,0
"P13","Muy buena",0.136,0.102,0.031,0.025,0.046,0.038,0.075,0.086,0.059,0.103
"P13","Buena",0.119,0.332,0.176,0.206,0.211,0.326,0.195,0.084,0.075,0.17
"P13","Ni buena ni mala",0.303,0.24,0.358,0.315,0.357,0.338,0.283,0.182,0.191,0.431
"P13","Mala",0.228,0.235,0.248,0.329,0.28,0.247,0.372,0.484,0.307,0.142
"P13","Muy mala",0.185,0.08,0.177,0.062,0.096,0.051,0.063,0.156,0.368,0.078
"P13","No sabe",0.029,0.011,0.01,0.063,0.01,0,0.012,0.008,0,0.076
"P14","Muy buena",0.271,0.27,0.219,0.151,0.195,0.11,0.131,0.148,0.343,0.192
"P14","Buena",0.128,0.232,0.192,0.184,0.127,0.094,0.136,0.194,0.149,0.101
"P14","Ni buena ni mala",0.145,0.137,0.23,0.181,0.207,0.286,0.24,0.094,0.12,0.335
"P14","Mala",0.136,0.183,0.093,0.111,0.193,0.244,0.121,0.261,0.07,0.214
"P14","Muy mala",0.313,0.147,0.261,0.344,0.275,0.266,0.367,0.303,0.315,0.149
"P14","No sabe",0.007,0.031,0.005,0.029,0.003,0,0.005,0,0.003,0.009
"P19","Muy buena",0.138,0.131,0.06,0.103,0.088,0.041,0.132,0.078,0.049,0.102
"P19","Buena",0.178,0.287,0.163,0.225,0.231,0.302,0.236,0.097,0.098,0.209
"P19","Ni buena ni mala",0.297,0.228,0.429,0.331,0.465,0.399,0.354,0.334,0.181,0.495
"P19","Mala",0.212,0.193,0.176,0.25,0.139,0.189,0.196,0.315,0.278,0.08
"P19","Muy mala",0.169,0.105,0.166,0.05,0.076,0.069,0.077,0.174,0.361,0.079
"P19","No sabe",0.006,0.056,0.006,0.041,0.001,0,0.005,0.002,0.033,0.035
"P20","Gobierno nacional",0.331,0.304,0.336,0.405,0.321,0.411,0.366,0.293,0.185,0.214
