"var","categoria","Si","No","No sabe"
"P10","Siempre",0.186,0.22,0.133
"P10","Casi siempre",0.296,0.314,0.264
"P10","Casi nunca",0.34,0.309,0.349
"P10","Nunca, pero esta es una excepción",0.178,0.157,0.254
"P11","Si",0.252,0.52,0.219
"P11","No",0.578,0.269,0.45
"P11","No sabe",0.17,0.211,0.331
"P12","Javier Milei",0.372,0.612,0.333
"P12","Mauricio Macri",0.38,0.248,0.313
"P12","Ambos",0.149,0.104,0.173
"P12","No sabe",0.099,0.036,0.181
"P13","Si",0.318,0.671,0.338
"P13","No",0.614,0.277,0.462
"P13","No sabe",0.068,0.052,0.2
"P14","Florencio Randazzo",0.342,0.244,0.215
"P14","Cristian Ritondo",0.174,0.427,0.095
"P14","Algun diputado del bloque de Milei",0.21,0.187,0.171
"P14","No sabe",0.274,0.142,0.519
"P15","Si",0.397,0.671,0.397
"P15","No",0.523,0.294,0.472
"P15","No sabe",0.08,0.035,0.131
"P17","Si",0.595,0.386,0.271
"P17","No",0.323,0.546,0.367
"P17","No sabe",0.082,0.068,0.362
"P18","Los cargos públicos",0.39,0.54,0.409
"P18","El empleo público",0.176,0.188,0.066
"P18","Los planes sociales",0.155,0.176,0.198
"P18","Las tarifas de los servicios públicos",0.092,0.025,0.053
"P18","No sabe",0.187,0.071,0.274
"P19","Si",0.287,0.508,0.177
"P19","No",0.474,0.304,0.429
"P19","No sabe",0.239,0.188,0.394
"P20","Si",0.446,0.68,0.442
"P20","No",0.441,0.273,0.355
"P20","No sabe",0.113,0.047,0.203
"P21","Inflación",0.343,0.281,0.296
"P21","Desempleo",0.116,0.078,0.09
"P21","Corrupción",0.233,0.434,0.332
"P21","Inseguridad",0.143,0.136,0.064
"P21","Precio del dólar",0.017,0.01,0.02
"P21","Pobreza",0.051,0.039,0.08
"P21","Narcotráfico",0.021,0.001,0.003
"P21","Tarifas",0.015,0.001,0
"P21","Otro",0.045,0.019,0.087
"P21","No sabe",0.016,0.001,0.028
"P25","Sin deuda",0.31,0.381,0.38
"P25","Menos de 10%",0.172,0.217,0.134
"P25","Entre 10 y 20%",0.139,0.103,0.153
"P25","Entre 20 y 30%",0.117,0.078,0.051
"P25","Entre 30 y 40%",0.073,0.084,0.091
"P25","Mas del 40%",0.137,0.099,0.132
"P25","No sabe",0.052,0.038,0.059
"P26","Gran excedente habitual",0.002,0.025,0
"P26","Gran excedente excepcional",0.01,0.012,0
"P26","Pequeño excedente habitual",0.041,0.052,0.027
"P26","Pequeño excedente excepcional",0.038,0.061,0.063
"P26","Alcanza gastos familia",0.127,0.118,0.233
"P26","No alcanza gastos familia",0.119,0.142,0.06
"P26","Solo NBFamiliares",0.28,0.362,0.249
"P26","No alcanza NBFamiliares",0.371,0.205,0.362
"P26","No sabe",0.012,0.023,0.006
"P27","Muy buena",0.05,0.064,0.027
"P27","Buena",0.144,0.234,0.204
"P27","Ni buena ni mala",0.428,0.458,0.419
"P27","Mala",0.294,0.168,0.315
"P27","Muy mala",0.076,0.068,0.035
"P27","No sabe",0.008,0.008,0
"P28","Mejor",0.086,0.085,0.052
"P28","Igual",0.261,0.299,0.305
"P28","Peor",0.608,0.58,0.58
"P28","No sabe",0.045,0.036,0.063
"P29","Mejor",0.124,0.256,0.092
"P29","Igual",0.201,0.337,0.174
"P29","Peor",0.494,0.285,0.536
"P29","No sabe",0.181,0.122,0.198
"P30","Muy buena",0.079,0.059,0.032
"P30","Buena",0.097,0.059,0.019
"P30","Ni buena ni mala",0.262,0.118,0.16
"P30","Mala",0.384,0.351,0.458
"P30","Muy mala",0.165,0.405,0.325
"P30","No sabe",0.013,0.008,0.006
"P31","Mejor",0.052,0.032,0.047
"P31","Igual",0.209,0.124,0.207
"P31","Peor",0.697,0.765,0.658
"P31","No sabe",0.042,0.079,0.088
"P32","Mejor",0.123,0.265,0.174
"P32","Igual",0.192,0.233,0.17
"P32","Peor",0.53,0.41,0.509
"P32","No sabe",0.155,0.092,0.147
"P33","Muy buena",0.089,0.069,0.007
"P33","Buena",0.157,0.098,0.135
"P33","Ni buena ni mala",0.346,0.135,0.209
"P33","Mala",0.232,0.206,0.39
"P33","Muy mala",0.146,0.472,0.254
"P33","No sabe",0.03,0.02,0.005
"P34","Muy buena",0.279,0.109,0.177
"P34","Buena",0.161,0.122,0.111
"P34","Ni buena ni mala",0.221,0.151,0.217
"P34","Mala",0.166,0.213,0.219
"P34","Muy mala",0.135,0.391,0.191
"P34","No sabe",0.038,0.014,0.085
"P35","Muy buena",0.096,0.054,0.063
"P35","Buena",0.13,0.085,0.144
"P35","Ni buena ni mala",0.295,0.135,0.148
"P35","Mala",0.231,0.24,0.349
"P35","Muy mala",0.193,0.469,0.278
"P35","No sabe",0.055,0.017,0.018
"P36","Muy buena",0.113,0.047,0.077
"P36","Buena",0.204,0.105,0.161
"P36","Ni buena ni mala",0.302,0.16,0.232
"P36","Mala",0.196,0.284,0.27
"P36","Muy mala",0.155,0.39,0.241
"P36","No sabe",0.03,0.014,0.019
"P37","Muy buena",0.053,0.043,0.011
"P37","Buena",0.132,0.075,0.079
"P37","Ni buena ni mala",0.297,0.143,0.28
"P37","Mala",0.266,0.209,0.389
"P37","Muy mala",0.232,0.516,0.222
"P37","No sabe",0.02,0.014,0.019
"P38","Muy buena",0.113,0.049,0.013
"P38","Buena",0.116,0.097,0.039
"P38","Ni buena ni mala",0.294,0.087,0.212
"P38","Mala",0.227,0.247,0.335
"P38","Muy mala",0.24,0.516,0.395
"P38","No sabe",0.01,0.004,0.006
"P39","Muy buena",0.377,0.139,0.258
"P39","Buena",0.135,0.08,0.113
"P39","Ni buena ni mala",0.124,0.08,0.089
"P39","Mala",0.13,0.14,0.179
"P39","Muy mala",0.229,0.559,0.353
"P39","No sabe",0.005,0.002,0.008
"P40","Muy buena",0.057,0.224,0.052
"P40","Buena",0.071,0.298,0.1
"P40","Ni buena ni mala",0.172,0.221,0.243
"P40","Mala",0.34,0.12,0.231
"P40","Muy mala",0.353,0.134,0.364
"P40","No sabe",0.007,0.003,0.01
"P41","Muy buena",0.107,0.09,0.03
"P41","Buena",0.109,0.181,0.255
"P41","Ni buena ni mala",0.344,0.317,0.191
"P41","Mala",0.256,0.182,0.274
"P41","Muy mala",0.172,0.219,0.233
"P41","No sabe",0.012,0.011,0.017
"P42","Muy buena",0.222,0.06,0.098
"P42","Buena",0.224,0.087,0.116
"P42","Ni buena ni mala",0.2,0.145,0.233
"P42","Mala",0.164,0.146,0.189
"P42","Muy mala",0.187,0.554,0.356
"P42","No sabe",0.003,0.008,0.008
"P43","Muy buena",0.066,0.14,0.09
"P43","Buena",0.127,0.215,0.055
"P43","Ni buena ni mala",0.235,0.307,0.304
"P43","Mala",0.323,0.173,0.23
"P43","Muy mala",0.239,0.165,0.296
"P43","No sabe",0.01,0,0.025
"P44","Muy buena",0.347,0.173,0.254
"P44","Buena",0.147,0.095,0.107
"P44","Ni buena ni mala",0.186,0.071,0.16
"P44","Mala",0.092,0.144,0.19
"P44","Muy mala",0.221,0.517,0.267
"P44","No sabe",0.007,0,0.022
"P45","Muy buena",0.08,0.153,0.052
"P45","Buena",0.13,0.134,0.064
"P45","Ni buena ni mala",0.355,0.412,0.428
"P45","Mala",0.166,0.095,0.16
"P45","Muy mala",0.193,0.115,0.179
"P45","No sabe",0.076,0.091,0.117
"P46","Muy buena",0.19,0.399,0.221
"P46","Buena",0.171,0.192,0.081
"P46","Ni buena ni mala",0.197,0.147,0.124
"P46","Mala",0.18,0.095,0.165
"P46","Muy mala",0.243,0.151,0.379
"P46","No sabe",0.019,0.016,0.03
"P47","Muy buena",0.104,0.36,0.175
"P47","Buena",0.144,0.256,0.152
"P47","Ni buena ni mala",0.193,0.124,0.14
"P47","Mala",0.255,0.116,0.185
"P47","Muy mala",0.292,0.144,0.335
"P47","No sabe",0.012,0,0.013
"P48","Muy buena",0.197,0.116,0.174
"P48","Buena",0.153,0.131,0.15
"P48","Ni buena ni mala",0.321,0.209,0.392
"P48","Mala",0.122,0.178,0.095
"P48","Muy mala",0.117,0.32,0.139
"P48","No sabe",0.09,0.046,0.05
"P49","Muy buena",0.113,0.068,0.06
"P49","Buena",0.125,0.14,0.069
"P49","Ni buena ni mala",0.378,0.171,0.355
"P49","Mala",0.11,0.14,0.156
"P49","Muy mala",0.191,0.449,0.249
"P49","No sabe",0.083,0.032,0.111
"P50","Muy buena",0.081,0.037,0.03
"P50","Buena",0.131,0.184,0.151
"P50","Ni buena ni mala",0.394,0.338,0.261
"P50","Mala",0.188,0.167,0.355
"P50","Muy mala",0.164,0.243,0.134
"P50","No sabe",0.042,0.031,0.069
"P52","Muy buena",0.135,0.368,0.239
"P52","Buena",0.116,0.173,0.083
"P52","Ni buena ni mala",0.215,0.207,0.19
"P52","Mala",0.206,0.061,0.072
"P52","Muy mala",0.297,0.187,0.349
"P52","No sabe",0.031,0.004,0.067
"P53","Muy buena",0.077,0.167,0.107
"P53","Buena",0.141,0.237,0.191
"P53","Ni buena ni mala",0.416,0.365,0.254
"P53","Mala",0.178,0.06,0.148
"P53","Muy mala",0.13,0.116,0.194
"P53","No sabe",0.058,0.055,0.106
"P54","Radio",0.131,0.139,0.148
"P54","Televisión",0.421,0.39,0.401
"P54","Diario",0.063,0.111,0.032
"P54","Medio digital",0.216,0.136,0.242
"P54","Redes Sociales",0.121,0.179,0.087
"P54","Ninguno en particular",0.048,0.044,0.076
"P54","No sabe",0,0.001,0.014
"P55","Muy buena",0.078,0.047,0.04
"P55","Buena",0.107,0.127,0.138
"P55","Ni buena ni mala",0.446,0.244,0.349
"P55","Mala",0.227,0.271,0.326
"P55","Muy mala",0.13,0.278,0.127
"P55","No sabe",0.012,0.033,0.02
"P56","Muy buena",0.033,0.068,0.003
"P56","Buena",0.056,0.088,0.098
"P56","Ni buena ni mala",0.297,0.176,0.233
