"var","categoria","Si","No","No sabe"
"P10","Siempre",0.198,0.194,0.061
"P10","Casi siempre",0.295,0.295,0.232
"P10","Casi nunca",0.3,0.357,0.382
"P10","Nunca, pero esta es una excepción",0.207,0.154,0.325
"P11","Si",0.578,0.116,0.227
"P11","No",0.175,0.764,0.194
"P11","No sabe",0.247,0.12,0.579
"P12","Javier Milei",0.779,0.154,0.377
"P12","Mauricio Macri",0.079,0.584,0.098
"P12","Ambos",0.104,0.139,0.279
"P12","No sabe",0.038,0.123,0.246
"P14","Florencio Randazzo",0.298,0.297,0.219
"P14","Cristian Ritondo",0.302,0.196,0.173
"P14","Algun diputado del bloque de Milei",0.27,0.122,0.234
"P14","No sabe",0.13,0.385,0.374
"P15","Si",0.779,0.224,0.453
"P15","No",0.163,0.722,0.26
"P15","No sabe",0.058,0.054,0.287
"P16","Si",0.412,0.698,0.468
"P16","No",0.481,0.174,0.199
"P16","No sabe",0.107,0.128,0.333
"P17","Si",0.431,0.546,0.43
"P17","No",0.466,0.346,0.343
"P17","No sabe",0.103,0.108,0.227
"P18","Los cargos públicos",0.506,0.385,0.397
"P18","El empleo público",0.182,0.151,0.168
"P18","Los planes sociales",0.21,0.115,0.261
"P18","Las tarifas de los servicios públicos",0.041,0.09,0.058
"P18","No sabe",0.061,0.259,0.116
"P19","Si",0.582,0.152,0.195
"P19","No",0.174,0.664,0.17
"P19","No sabe",0.244,0.184,0.635
"P20","Si",0.82,0.247,0.557
"P20","No",0.104,0.655,0.125
"P20","No sabe",0.076,0.098,0.318
"P21","Inflación",0.295,0.345,0.273
"P21","Desempleo",0.085,0.11,0.142
"P21","Corrupción",0.425,0.199,0.34
"P21","Inseguridad",0.11,0.144,0.158
"P21","Precio del dólar",0.002,0.029,0
"P21","Pobreza",0.036,0.067,0.036
"P21","Narcotráfico",0.01,0.017,0.001
"P21","Tarifas",0.005,0.012,0.008
"P21","Otro",0.019,0.067,0.011
"P21","No sabe",0.013,0.01,0.031
"P25","Sin deuda",0.36,0.326,0.336
"P25","Menos de 10%",0.198,0.175,0.119
"P25","Entre 10 y 20%",0.127,0.132,0.129
"P25","Entre 20 y 30%",0.1,0.088,0.136
"P25","Entre 30 y 40%",0.055,0.095,0.102
"P25","Mas del 40%",0.115,0.143,0.055
"P25","No sabe",0.045,0.041,0.123
"P26","Gran excedente habitual",0.007,0.011,0
"P26","Gran excedente excepcional",0.011,0.01,0
"P26","Pequeño excedente habitual",0.049,0.042,0.008
"P26","Pequeño excedente excepcional",0.035,0.063,0.017
"P26","Alcanza gastos familia",0.154,0.126,0.125
"P26","No alcanza gastos familia",0.137,0.11,0.065
"P26","Solo NBFamiliares",0.319,0.277,0.365
"P26","No alcanza NBFamiliares",0.271,0.346,0.416
"P26","No sabe",0.017,0.015,0.004
"P27","Muy buena",0.048,0.056,0.027
"P27","Buena",0.177,0.18,0.182
"P27","Ni buena ni mala",0.476,0.404,0.428
"P27","Mala",0.228,0.284,0.263
"P27","Muy mala",0.064,0.068,0.099
"P27","No sabe",0.007,0.008,0.001
"P28","Mejor",0.08,0.084,0.068
"P28","Igual",0.16,0.385,0.22
"P28","Peor",0.715,0.482,0.692
"P28","No sabe",0.045,0.049,0.02
"P29","Mejor",0.297,0.054,0.123
"P29","Igual",0.351,0.133,0.341
"P29","Peor",0.209,0.647,0.258
"P29","No sabe",0.143,0.166,0.278
"P30","Muy buena",0.063,0.071,0.063
"P30","Buena",0.057,0.09,0.086
"P30","Ni buena ni mala",0.107,0.298,0.127
"P30","Mala",0.342,0.4,0.502
"P30","Muy mala",0.424,0.126,0.218
"P30","No sabe",0.007,0.015,0.004
"P31","Mejor",0.007,0.081,0.025
"P31","Igual",0.067,0.274,0.213
"P31","Peor",0.882,0.584,0.638
"P31","No sabe",0.044,0.061,0.124
"P32","Mejor",0.335,0.039,0.156
"P32","Igual",0.278,0.129,0.275
"P32","Peor",0.299,0.685,0.245
"P32","No sabe",0.088,0.147,0.324
"P33","Muy buena",0.046,0.089,0.115
"P33","Buena",0.092,0.185,0.048
"P33","Ni buena ni mala",0.145,0.38,0.153
"P33","Mala",0.207,0.252,0.403
"P33","Muy mala",0.492,0.065,0.25
"P33","No sabe",0.018,0.029,0.031
"P34","Muy buena",0.036,0.368,0.187
"P34","Buena",0.073,0.202,0.132
"P34","Ni buena ni mala",0.173,0.221,0.209
"P34","Mala",0.243,0.14,0.18
"P34","Muy mala",0.442,0.034,0.222
"P34","No sabe",0.033,0.035,0.07
"P35","Muy buena",0.035,0.118,0.061
"P35","Buena",0.034,0.19,0.099
"P35","Ni buena ni mala",0.098,0.345,0.136
"P35","Mala",0.232,0.246,0.374
"P35","Muy mala",0.565,0.059,0.303
"P35","No sabe",0.036,0.042,0.027
"P36","Muy buena",0.026,0.151,0.01
"P36","Buena",0.03,0.278,0.217
"P36","Ni buena ni mala",0.151,0.342,0.166
"P36","Mala",0.295,0.175,0.268
"P36","Muy mala",0.466,0.037,0.316
"P36","No sabe",0.032,0.017,0.023
"P37","Muy buena",0.035,0.045,0.099
"P37","Buena",0.017,0.182,0.115
"P37","Ni buena ni mala",0.095,0.387,0.161
"P37","Mala",0.239,0.286,0.263
"P37","Muy mala",0.602,0.078,0.33
"P37","No sabe",0.012,0.022,0.032
"P38","Muy buena",0.02,0.124,0.143
"P38","Buena",0.023,0.176,0.028
"P38","Ni buena ni mala",0.152,0.293,0.06
"P38","Mala",0.216,0.263,0.342
"P38","Muy mala",0.586,0.134,0.408
"P38","No sabe",0.003,0.01,0.019
"P39","Muy buena",0.048,0.507,0.163
"P39","Buena",0.02,0.192,0.153
"P39","Ni buena ni mala",0.079,0.135,0.045
"P39","Mala",0.173,0.101,0.217
"P39","Muy mala",0.679,0.061,0.389
"P39","No sabe",0.001,0.004,0.033
"P40","Muy buena",0.21,0.026,0.081
"P40","Buena",0.239,0.068,0.152
"P40","Ni buena ni mala",0.308,0.09,0.288
"P40","Mala",0.158,0.331,0.33
"P40","Muy mala",0.083,0.477,0.132
"P40","No sabe",0.002,0.008,0.017
"P41","Muy buena",0.09,0.079,0.211
"P41","Buena",0.143,0.143,0.283
"P41","Ni buena ni mala",0.32,0.332,0.141
"P41","Mala",0.168,0.291,0.246
"P41","Muy mala",0.266,0.145,0.096
"P41","No sabe",0.013,0.01,0.023
"P42","Muy buena",0.029,0.266,0.115
"P42","Buena",0.03,0.294,0.076
"P42","Ni buena ni mala",0.109,0.263,0.125
"P42","Mala",0.208,0.107,0.281
"P42","Muy mala",0.618,0.07,0.363
"P42","No sabe",0.006,0,0.04
"P43","Muy buena",0.149,0.041,0.119
"P43","Buena",0.215,0.08,0.191
"P43","Ni buena ni mala",0.329,0.196,0.405
"P43","Mala",0.199,0.328,0.187
"P43","Muy mala",0.1,0.349,0.061
"P43","No sabe",0.008,0.006,0.037
"P44","Muy buena",0.066,0.492,0.05
"P44","Buena",0.035,0.178,0.334
"P44","Ni buena ni mala",0.126,0.172,0.073
"P44","Mala",0.163,0.086,0.116
"P44","Muy mala",0.61,0.061,0.403
"P44","No sabe",0,0.011,0.024
"P45","Muy buena",0.095,0.099,0.139
"P45","Buena",0.133,0.096,0.257
"P45","Ni buena ni mala",0.419,0.368,0.246
"P45","Mala",0.101,0.184,0.101
"P45","Muy mala",0.183,0.167,0.042
"P45","No sabe",0.069,0.086,0.215
"P46","Muy buena",0.504,0.049,0.272
"P46","Buena",0.246,0.082,0.283
"P46","Ni buena ni mala",0.176,0.156,0.265
"P46","Mala",0.029,0.273,0.009
"P46","Muy mala",0.035,0.426,0.037
"P46","No sabe",0.01,0.014,0.134
"P47","Muy buena",0.371,0.025,0.331
"P47","Buena",0.308,0.057,0.272
"P47","Ni buena ni mala",0.211,0.118,0.19
"P47","Mala",0.083,0.318,0.094
"P47","Muy mala",0.027,0.471,0.058
"P47","No sabe",0,0.011,0.055
"P48","Muy buena",0.083,0.264,0.02
"P48","Buena",0.077,0.218,0.059
"P48","Ni buena ni mala",0.304,0.256,0.53
"P48","Mala",0.148,0.128,0.115
"P48","Muy mala",0.313,0.082,0.098
"P48","No sabe",0.075,0.052,0.178
"P49","Muy buena",0.028,0.162,0.001
"P49","Buena",0.068,0.172,0.124
"P49","Ni buena ni mala",0.216,0.387,0.365
"P49","Mala",0.144,0.113,0.094
"P49","Muy mala",0.487,0.096,0.247
"P49","No sabe",0.057,0.07,0.169
"P50","Muy buena",0.051,0.065,0.084
"P50","Buena",0.121,0.169,0.232
"P50","Ni buena ni mala",0.323,0.39,0.368
"P50","Mala",0.184,0.232,0.118
"P50","Muy mala",0.276,0.113,0.087
"P50","No sabe",0.045,0.031,0.111
"P52","Muy buena",0.454,0.033,0.122
"P52","Buena",0.178,0.06,0.337
"P52","Ni buena ni mala",0.23,0.169,0.377
"P52","Mala",0.032,0.252,0.032
"P52","Muy mala",0.089,0.46,0.029
"P52","No sabe",0.017,0.026,0.103
"P53","Muy buena",0.167,0.048,0.186
"P53","Buena",0.257,0.11,0.164
"P53","Ni buena ni mala",0.386,0.363,0.422
"P53","Mala",0.065,0.214,0.032
"P53","Muy mala",0.056,0.222,0.012
"P53","No sabe",0.069,0.043,0.184
"P54","Radio",0.133,0.141,0.12
"P54","Televisión",0.398,0.404,0.51
"P54","Diario",0.109,0.046,0.049
"P54","Medio digital",0.177,0.219,0.117
"P54","Redes Sociales",0.132,0.137,0.139
"P54","Ninguno en particular",0.05,0.051,0.054
"P54","No sabe",0.001,0.002,0.011
"P55","Muy buena",0.04,0.091,0.003
"P55","Buena",0.056,0.164,0.203
"P55","Ni buena ni mala",0.235,0.492,0.332
"P55","Mala",0.318,0.2,0.238
"P55","Muy mala",0.328,0.047,0.122
"P55","No sabe",0.023,0.006,0.102
"P56","Muy buena",0.043,0.032,0.085
"P56","Buena",0.08,0.062,0.086
"P56","Ni buena ni mala",0.227,0.261,0.319
"P56","Mala",0.344,0.317,0.229
"P56","Muy mala",0.292,0.317,0.244
"P56","No sabe",0.014,0.011,0.037
