"var","categoria","Si","No","No sabe"
"P10","Siempre",0.177,0.182,0.299
"P10","Casi siempre",0.303,0.29,0.274
"P10","Casi nunca",0.322,0.367,0.219
"P10","Nunca, pero esta es una excepción",0.198,0.161,0.208
"P11","Si",0.567,0.093,0.213
"P11","No",0.224,0.747,0.351
"P11","No sabe",0.209,0.16,0.436
"P12","Javier Milei",0.671,0.198,0.392
"P12","Mauricio Macri",0.129,0.567,0.231
"P12","Ambos",0.129,0.136,0.212
"P12","No sabe",0.071,0.099,0.165
"P13","Si",0.695,0.157,0.335
"P13","No",0.229,0.796,0.355
"P13","No sabe",0.076,0.047,0.31
"P14","Florencio Randazzo",0.353,0.251,0.175
"P14","Cristian Ritondo",0.295,0.213,0.062
"P14","Algun diputado del bloque de Milei",0.221,0.121,0.471
"P14","No sabe",0.131,0.415,0.292
"P16","Si",0.459,0.654,0.609
"P16","No",0.429,0.203,0.148
"P16","No sabe",0.112,0.143,0.243
"P17","Si",0.474,0.516,0.403
"P17","No",0.428,0.367,0.376
"P17","No sabe",0.098,0.117,0.221
"P18","Los cargos públicos",0.531,0.374,0.213
"P18","El empleo público",0.18,0.148,0.175
"P18","Los planes sociales",0.192,0.127,0.247
"P18","Las tarifas de los servicios públicos",0.051,0.074,0.123
"P18","No sabe",0.046,0.277,0.242
"P19","Si",0.525,0.143,0.337
"P19","No",0.221,0.648,0.274
"P19","No sabe",0.254,0.209,0.389
"P20","Si",0.754,0.262,0.519
"P20","No",0.16,0.644,0.184
"P20","No sabe",0.086,0.094,0.297
"P21","Inflación",0.334,0.312,0.244
"P21","Desempleo",0.055,0.126,0.283
"P21","Corrupción",0.402,0.21,0.266
"P21","Inseguridad",0.136,0.123,0.139
"P21","Precio del dólar",0.001,0.031,0.011
"P21","Pobreza",0.032,0.073,0.041
"P21","Narcotráfico",0.006,0.022,0
"P21","Tarifas",0.006,0.014,0
"P21","Otro",0.02,0.071,0.008
"P21","No sabe",0.008,0.018,0.008
"P25","Sin deuda",0.362,0.311,0.402
"P25","Menos de 10%",0.179,0.197,0.065
"P25","Entre 10 y 20%",0.133,0.126,0.137
"P25","Entre 20 y 30%",0.091,0.112,0.017
"P25","Entre 30 y 40%",0.074,0.081,0.097
"P25","Mas del 40%",0.122,0.132,0.096
"P25","No sabe",0.039,0.041,0.186
"P26","Gran excedente habitual",0.017,0.002,0
"P26","Gran excedente excepcional",0.005,0.011,0.038
